index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
9394,335391,ELDERWOOD AT GRAND ISLAND,2850 GRAND ISLAND BLVD,GRAND ISLAND,NY,14072,7167735900,240,Erie,For profit - Corporation,90,74,Medicare and Medicaid,False,2850 GRAND ISLAND BOULEVARD OPERATING COMPANY LLC,07/01/1973,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,3.0,,3.0,,,,2.15541,0.93649,0.69054,1.62703,3.78244,0.16149,2.70367,0.72612,1.20415,4.63394,1.95613,1.07046,0.4285,3.29021,7.0,7.0,0.0,36.0,07/16/2015,1.0,0.0,36.0,8.0,7.0,1.0,36.0,07/28/2014,1.0,0.0,36.0,4.0,4.0,0.0,20.0,05/07/2013,1.0,0.0,20.0,33.333,1,0,0,$0.00,0,0,"2850 GRAND ISLAND BLVD
GRAND ISLAND, NY 14072
(43.03963, -78.979772)",09/01/2016
9395,335381,SCHULMAN AND SCHACHNE INST FOR NURSING & REHAB,555 ROCKAWAY PARKWAY,BROOKLYN,NY,11212,7182405775,331,Kings,Non profit - Corporation,448,435,Medicare and Medicaid,True,THE SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION,03/20/1973,False,False,False,False,Both,Yes,5.0,,5.0,,5.0,,3.0,,3.0,,,,1.95908,0.7131,0.73356,1.44667,3.40574,0.10667,2.26572,0.69024,1.07436,4.03032,2.12162,0.85749,0.51018,3.40623,0.0,0.0,0.0,0.0,07/31/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2014,0.0,0.0,0.0,2.0,2.0,0.0,8.0,05/22/2013,1.0,0.0,8.0,1.333,0,0,0,$0.00,0,0,"555 ROCKAWAY PARKWAY
BROOKLYN, NY 11212
(40.655285, -73.913623)",09/01/2016
9396,335364,CUBA MEMORIAL HOSPITAL INC S N F,140 WEST MAIN STREET,CUBA,NY,14727,5859682000,10,Allegany,Non profit - Corporation,61,51,Medicare and Medicaid,True,"CUBA MEMORIAL HOSPITAL, INC.",07/01/1972,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,3.0,,3.0,,,,2.38039,1.01569,0.49706,1.51275,3.89314,0.2098,2.29427,0.58601,0.94624,3.82652,2.5458,1.43858,0.3925,4.10108,19.0,19.0,0.0,84.0,05/06/2016,1.0,0.0,84.0,19.0,19.0,1.0,184.0,06/22/2015,2.0,92.0,276.0,7.0,7.0,0.0,28.0,06/05/2014,1.0,0.0,28.0,138.667,1,0,0,$0.00,0,0,"140 WEST MAIN STREET
CUBA, NY 14727
(42.213341, -78.288139)",09/01/2016
9397,335346,ELDERWOOD AT WAVERLY,37 NORTH CHEMUNG STREET,WAVERLY,NY,14892,6075652861,720,Tioga,For profit - Corporation,200,181,Medicare and Medicaid,False,"37 NORTH CHEMUNG STREET OPERATING COMPANY, LLC",12/10/1971,False,False,False,False,Resident,Yes,3.0,,3.0,,2.0,,2.0,,2.0,,,,2.04834,1.01105,0.60166,1.61271,3.66105,0.13149,2.52754,0.71582,1.25406,4.49741,1.9885,1.17232,0.35848,3.28129,5.0,5.0,0.0,20.0,04/22/2016,1.0,0.0,20.0,6.0,6.0,0.0,32.0,01/29/2015,1.0,0.0,32.0,5.0,5.0,0.0,24.0,11/21/2013,1.0,0.0,24.0,24.667,0,0,0,$0.00,0,0,"37 NORTH CHEMUNG STREET
WAVERLY, NY 14892
(42.011983, -76.527675)",09/01/2016
9398,335388,LACONIA NURSING HOME,1050 EAST 230TH STREET,BRONX,NY,10466,7186545875,20,Bronx,For profit - Corporation,240,233,Medicare and Medicaid,False,LACONIA NURSING HOME INC.,11/15/1973,False,False,False,False,Resident,Yes,4.0,,4.0,,5.0,,1.0,,1.0,,,,1.96373,0.64871,0.36953,1.01824,2.98197,0.11137,2.31522,0.64259,1.23765,4.19547,2.08118,0.8379,0.22309,2.865,3.0,3.0,0.0,12.0,05/23/2016,1.0,0.0,12.0,0.0,0.0,0.0,0.0,03/31/2015,0.0,0.0,0.0,4.0,4.0,0.0,16.0,02/18/2014,1.0,0.0,16.0,8.667,0,0,0,$0.00,0,0,"1050 EAST 230TH STREET
BRONX, NY 10466
(40.888, -73.848016)",09/01/2016
9399,335383,ST CABRINI NURSING HOME,115 BROADWAY,DOBBS FERRY,NY,10522,9146936800,800,Westchester,Non profit - Corporation,304,297,Medicare and Medicaid,False,CABRINI OF WESTCHESTER,02/26/1973,False,False,False,False,Both,Yes,3.0,,4.0,,3.0,,1.0,,1.0,,,,2.39024,0.89192,0.35017,1.24209,3.63233,0.12811,2.58741,0.69797,1.05929,4.34468,2.26672,1.06063,0.247,3.37,2.0,2.0,0.0,8.0,05/13/2016,1.0,0.0,8.0,2.0,2.0,0.0,12.0,04/09/2015,1.0,0.0,12.0,4.0,4.0,0.0,16.0,04/04/2014,1.0,0.0,16.0,10.667,0,0,0,$0.00,0,0,"115 BROADWAY
DOBBS FERRY, NY 10522
(41.007585, -73.879174)",09/01/2016
9400,335652,ABSOLUT CTR FOR NURSING & REHAB THREE RIVERS L L C,101 CREEKSIDE DRIVE,PAINTED POST,NY,14870,6079364108,690,Steuben,For profit - Individual,120,112,Medicare and Medicaid,False,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT THREE RIVERS, LLC",04/20/1982,False,False,False,False,Resident,Yes,2.0,,2.0,,2.0,,2.0,,2.0,,,,2.17634,0.93705,0.54063,1.47768,3.65402,0.11205,2.54515,0.69509,1.16469,4.40493,2.09814,1.11893,0.34684,3.34375,8.0,8.0,0.0,52.0,05/12/2016,1.0,0.0,52.0,4.0,4.0,0.0,16.0,04/16/2015,1.0,0.0,16.0,7.0,7.0,0.0,40.0,05/09/2014,1.0,0.0,40.0,38.0,0,0,0,$0.00,0,0,"101 CREEKSIDE DRIVE
PAINTED POST, NY 14870
(42.145104, -77.120396)",09/01/2016
9401,335321,SPLIT ROCK REHAB AND HEALTH CARE CENTER,3525 BAYCHESTER AVE,BRONX,NY,10466,7187988900,20,Bronx,For profit - Corporation,240,233,Medicare and Medicaid,False,"SPLIT ROCK REHABILITATION & HEALTH CARE CENTER, LLC",03/05/1971,False,False,False,False,Both,Yes,5.0,,5.0,,4.0,,2.0,,2.0,,,,2.38176,0.78498,0.64485,1.42983,3.81159,0.10494,2.50076,0.81639,1.34411,4.66126,2.33693,0.79807,0.35848,3.29613,0.0,0.0,0.0,0.0,06/26/2015,0.0,0.0,0.0,2.0,2.0,0.0,8.0,06/20/2014,1.0,0.0,8.0,2.0,2.0,0.0,8.0,05/30/2013,1.0,0.0,8.0,4.0,0,0,0,$0.00,0,0,"3525 BAYCHESTER AVE
BRONX, NY 10466
(40.882114, -73.839222)",09/01/2016
9402,335374,THE PINES AT UTICA CENTER FOR NRSG AND REHAB,1800 BUTTERFIELD AVE,UTICA,NY,13501,3157973570,510,Oneida,For profit - Corporation,117,103,Medicare and Medicaid,False,UTICA CROSSINGS LLC,01/14/1973,False,False,False,False,Resident,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,,,2.38204,1.06796,0.66748,1.73544,4.11748,0.09757,2.4889,0.67477,1.0671,4.23077,2.34835,1.31365,0.46738,3.92296,11.0,11.0,0.0,48.0,06/10/2016,0.0,0.0,48.0,8.0,8.0,1.0,32.0,04/02/2015,1.0,0.0,32.0,14.0,14.0,0.0,68.0,01/30/2014,1.0,0.0,68.0,46.0,0,1,0,$0.00,0,0,"1800 BUTTERFIELD AVE
UTICA, NY 13501
(43.086567, -75.254586)",09/01/2016
9403,335325,THE PINES AT GLENS FALLS CTR FOR NRSG & REHAB,170 WARREN STREET,GLENS FALLS,NY,12801,5187935163,750,Warren,For profit - Limited Liability company,120,120,Medicare and Medicaid,False,GLENS FALLS CROSSINGS LLC,05/01/1971,False,False,False,False,Resident,Partial,2.0,,1.0,,5.0,,2.0,,3.0,,,,1.90417,0.98125,0.6325,1.61375,3.51792,0.17042,2.62196,0.75196,1.23769,4.61162,1.78197,1.08308,0.38184,3.07493,8.0,8.0,0.0,48.0,05/17/2016,1.0,0.0,48.0,3.0,3.0,0.0,16.0,03/16/2015,1.0,0.0,16.0,4.0,2.0,2.0,178.0,04/17/2014,1.0,0.0,178.0,59.0,2,1,0,$0.00,0,0,"170 WARREN STREET
GLENS FALLS, NY 12801
(43.310705, -73.633891)",09/01/2016
9404,335359,SARATOGA HOSPITAL NURSING HOME,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,5185873222,640,Saratoga,Non profit - Corporation,36,32,Medicare and Medicaid,True,SARATOGA HOSPITAL,09/01/1972,False,False,False,False,Both,Yes,4.0,,3.0,,3.0,,5.0,,5.0,,,,2.47344,0.83125,1.22969,2.06094,4.53438,0.11094,2.17303,0.59511,0.86472,3.63287,2.79291,1.15934,1.06256,5.03118,1.0,1.0,0.0,8.0,02/23/2016,1.0,0.0,8.0,7.0,5.0,2.0,28.0,05/08/2015,1.0,0.0,28.0,1.0,0.0,1.0,4.0,07/07/2014,0.0,0.0,4.0,14.0,1,1,0,$0.00,0,0,"211 CHURCH STREET
SARATOGA SPRINGS, NY 12866
(43.084738, -73.797766)",09/01/2016
9405,335377,DIAMOND HILL NURSING & REHABILITATION CENTER,100 NEW TURNPIKE ROAD,TROY,NY,12182,5182351410,600,Rensselaer,For profit - Partnership,120,109,Medicare and Medicaid,False,TROY OPERATING CO LLC,02/01/1973,False,False,False,False,Resident,Yes,1.0,,1.0,,1.0,,,Data Not Available,,Data Not Available,Data Not Available,Data Not Available,,,,,,,2.39748,0.68654,1.1668,4.25082,,,,,12.0,12.0,0.0,482.0,08/04/2015,1.0,0.0,482.0,4.0,4.0,0.0,16.0,10/30/2014,1.0,0.0,16.0,1.0,0.0,1.0,20.0,01/07/2014,0.0,0.0,20.0,249.667,0,5,0,$0.00,0,0,"100 NEW TURNPIKE ROAD
TROY, NY 12182
(42.794126, -73.663192)",09/01/2016
9406,335358,BRONX PARK REHABILITATION & NURSING CENTER,3845 CARPENTER AVE,BRONX,NY,10467,7187981100,20,Bronx,For profit - Corporation,240,219,Medicare and Medicaid,False,"WHITE PLAINS NURSING HOME, INC.",08/27/1972,False,False,False,False,Both,Yes,5.0,,5.0,,4.0,,2.0,,2.0,,,,2.32329,0.65845,0.42648,1.08493,3.40822,0.03425,2.17464,0.6243,1.02155,3.82048,2.62143,0.8754,0.31194,3.59593,0.0,0.0,0.0,0.0,04/17/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/12/2014,0.0,0.0,0.0,3.0,3.0,0.0,12.0,03/18/2013,1.0,0.0,12.0,2.0,0,0,0,$0.00,0,0,"3845 CARPENTER AVE
BRONX, NY 10467
(40.885723, -73.864983)",09/01/2016
9407,335357,THE PINES HEALTHCARE & REHABILITATION CTR OLEAN,2245 WEST STATE STREET,OLEAN,NY,14760,7163731910,40,Cattaraugus,For profit - Corporation,120,120,Medicare and Medicaid,False,COUNTY OF CATTARAUGUS COUNTY TREASURER,08/28/1972,False,False,False,False,Both,Yes,1.0,,1.0,,1.0,,3.0,,3.0,,,,2.32917,0.80125,0.53875,1.34,3.66917,0.05833,2.54477,0.62731,0.91136,4.08344,2.24581,1.06014,0.44171,3.62196,14.0,14.0,3.0,96.0,05/27/2016,2.0,48.0,144.0,7.0,7.0,0.0,60.0,03/27/2015,2.0,30.0,90.0,11.0,11.0,0.0,44.0,02/27/2014,1.0,0.0,44.0,109.333,0,3,0,$0.00,0,0,"2245 WEST STATE STREET
OLEAN, NY 14760
(42.077144, -78.457328)",09/01/2016
9408,335350,SUTTON PARK CTR NURSING REHAB,31 LOCKWOOD AVENUE,NEW ROCHELLE,NY,10801,9145760600,800,Westchester,For profit - Corporation,160,133,Medicare and Medicaid,False,SUTTON PARK CENTER FOR NURSING & REHABILITATION LLC,05/01/1972,False,False,False,False,Resident,Yes,4.0,,4.0,,3.0,,3.0,,3.0,,,,2.35714,0.74474,0.56504,1.30977,3.66692,0.09286,2.32476,0.61532,1.02571,3.96579,2.48788,1.00458,0.41161,3.72712,1.0,1.0,0.0,8.0,07/03/2015,1.0,0.0,8.0,0.0,0.0,0.0,0.0,07/30/2014,0.0,0.0,0.0,3.0,3.0,0.0,16.0,05/31/2013,1.0,0.0,16.0,6.667,0,0,0,$0.00,0,0,"31 LOCKWOOD AVENUE
NEW ROCHELLE, NY 10801
(40.914315, -73.785992)",09/01/2016
9409,335334,THE RIVERSIDE,150 RIVERSIDE DRIVE,NEW YORK,NY,10024,6465053500,420,New York,For profit - Corporation,520,506,Medicare and Medicaid,False,150 RIVERSIDE OP. LLC,09/19/1971,False,False,False,False,Both,Yes,3.0,,2.0,,5.0,,2.0,,2.0,,,,2.32796,0.79555,0.46393,1.25949,3.58744,0.13458,2.40306,0.64746,1.16905,4.21957,2.37702,1.01984,0.29652,3.42703,9.0,7.0,2.0,40.0,04/01/2016,1.0,0.0,40.0,3.0,3.0,0.0,20.0,05/08/2015,1.0,0.0,20.0,11.0,10.0,3.0,76.0,04/07/2014,1.0,0.0,76.0,39.333,1,5,0,$0.00,0,0,"150 RIVERSIDE DRIVE
NEW YORK, NY 10024
(40.790851, -73.979698)",09/01/2016
9410,335378,SODUS REHABILITATION & NURSING CENTER,6884 MAPLE AVE,SODUS,NY,14551,3154839118,770,Wayne,For profit - Corporation,130,119,Medicare and Medicaid,False,BVRNC OPERATING LLC,01/08/1973,False,False,False,False,Both,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,,,2.35882,0.93992,0.5521,1.49202,3.85084,0.22605,2.77508,0.66446,1.04422,4.48376,2.08564,1.17409,0.39506,3.4619,11.0,7.0,5.0,44.0,09/16/2015,1.0,0.0,44.0,4.0,3.0,2.0,12.0,08/08/2014,1.0,0.0,12.0,5.0,4.0,1.0,20.0,07/02/2013,1.0,0.0,20.0,29.333,1,8,0,$0.00,0,0,"6884 MAPLE AVE
SODUS, NY 14551
(43.248302, -77.062563)",09/01/2016
9411,335331,INDIAN RIVER REHAB AND NURSING CENTER,17 MADISON STREET,GRANVILLE,NY,12832,5186422710,760,Washington,For profit - Corporation,122,103,Medicare and Medicaid,False,IROP LLC,08/22/1971,False,False,False,False,Resident,Yes,1.0,,1.0,,1.0,,3.0,,2.0,,,,3.31311,1.56796,0.59854,2.1665,5.47961,0.24709,2.57447,0.69904,1.25746,4.53097,3.15768,1.8617,0.35566,4.87484,4.0,4.0,0.0,12.0,11/19/2015,1.0,0.0,12.0,3.0,3.0,0.0,12.0,05/21/2015,1.0,0.0,12.0,35.0,11.0,24.0,1617.0,11/08/2014,3.0,1132.0,2749.0,468.167,9,9,1,$31200.00,0,1,"17 MADISON STREET
GRANVILLE, NY 12832
(43.404395, -73.270928)",09/01/2016
