index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
3138,105903,FRANCO NURSING & REHABILITATION CENTER,800 NW 95TH STREET,MIAMI,FL,33150,3058361550,120,Miami-Dade,For profit - Corporation,120,112,Medicare and Medicaid,False,MIAMI FACILITY OPERATIONS LLC,01/04/1996,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,4.0,,4.0,,,,2.86786,0.85982,0.87723,1.73705,4.60491,0.10313,2.44311,0.71824,1.24866,4.41001,2.88029,0.99362,0.52493,4.20905,13.0,12.0,1.0,72.0,06/30/2016,0.0,0.0,72.0,17.0,13.0,4.0,144.0,04/06/2015,1.0,0.0,144.0,9.0,4.0,5.0,48.0,03/13/2014,1.0,0.0,48.0,92.0,0,2,0,$0.00,0,0,"800 NW 95TH STREET
MIAMI, FL 33150
(25.861757, -80.212303)",09/01/2016
3139,105901,WESTMINSTER WOODS ON JULINGTON CREEK,25 STATE ROAD 13,JACKSONVILLE,FL,32259,9042877300,540,St. Johns,Non profit - Corporation,60,51,Medicare and Medicaid,False,"WESLEY MANOR, INC.",03/05/1996,True,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,,,2.83431,0.70588,1.03922,1.7451,4.57941,0.30588,2.56451,0.54922,0.85683,3.97055,2.71185,1.06676,0.90626,4.64902,5.0,5.0,0.0,24.0,02/19/2016,1.0,0.0,24.0,7.0,7.0,0.0,32.0,12/05/2014,1.0,0.0,32.0,8.0,5.0,3.0,68.0,11/07/2013,2.0,34.0,102.0,39.667,0,2,1,$11830.00,0,1,"25 STATE ROAD
JACKSONVILLE, FL 32259
(30.125846, -81.625028)",09/01/2016
3140,105949,FLORIDA PRESBYTERIAN HOMES INC,909 LAKESIDE AVE,LAKELAND,FL,33803,8636885521,520,Polk,Non profit - Corporation,48,42,Medicare and Medicaid,False,"FLORIDA PRESBYTERIAN HOMES, INC.",04/03/1997,True,False,False,False,Both,Yes,5.0,,4.0,,3.0,,5.0,,5.0,,,,4.02262,0.66667,0.90952,1.57619,5.59881,0.13929,2.58317,0.61306,0.92783,4.12406,3.821,0.90258,0.73246,5.47234,3.0,3.0,0.0,20.0,11/06/2015,1.0,0.0,20.0,1.0,1.0,0.0,16.0,07/24/2014,1.0,0.0,16.0,1.0,1.0,0.0,4.0,05/10/2013,1.0,0.0,4.0,16.0,0,0,0,$0.00,0,0,"909 LAKESIDE AVE
LAKELAND, FL 33803
(28.032824, -81.961204)",09/01/2016
3141,105999,LIFE CARE CENTER OF OCALA,2800 SW 41ST ST,OCALA,FL,34474,3528737570,410,Marion,For profit - Corporation,120,110,Medicare and Medicaid,False,"LIFE CARE CENTERS OF AMERICA, INC.",02/05/1999,False,False,False,False,Both,Yes,4.0,,3.0,,5.0,,3.0,,3.0,,,,2.63136,0.88955,0.87545,1.765,4.39636,0.25182,2.61892,0.76661,1.45627,4.8418,2.46536,0.96311,0.44919,3.66006,8.0,5.0,3.0,44.0,11/05/2015,1.0,0.0,44.0,2.0,2.0,0.0,20.0,08/28/2014,1.0,0.0,20.0,2.0,2.0,0.0,20.0,07/11/2013,1.0,0.0,20.0,32.0,0,3,0,$0.00,0,0,"2800 SW 41ST ST
OCALA, FL 34474
(29.147925, -82.170276)",09/01/2016
3142,105963,LAFAYETTE HEALTH CARE CENTER,512 W MAIN ST,MAYO,FL,32066,3862943300,330,Lafayette,For profit - Corporation,60,49,Medicare and Medicaid,False,Legal Business Name Not Available,07/15/1997,False,False,False,False,Both,Yes,4.0,,3.0,,3.0,,5.0,,5.0,,,,3.10816,0.92449,0.94592,1.87041,4.97857,0.00714,2.38554,0.59236,0.85704,3.83494,3.19697,1.29537,0.82469,5.23297,4.0,4.0,0.0,28.0,12/17/2015,1.0,0.0,28.0,5.0,5.0,0.0,24.0,10/23/2014,1.0,0.0,24.0,3.0,3.0,0.0,24.0,09/12/2013,1.0,0.0,24.0,26.0,0,0,0,$0.00,0,0,"512 W MAIN ST
MAYO, FL 32066
(30.054211, -83.181301)",09/01/2016
3143,106000,EVANS HEALTH CARE,3735 EVANS AVE,FORT MYERS,FL,33901,2392773977,350,Lee,For profit - Corporation,120,110,Medicare and Medicaid,False,3735 EVANS AVENUE OPERATIONS LLC,12/14/1998,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,3.0,,3.0,,,,2.72955,0.83136,0.54273,1.37409,4.10364,0.05727,2.4352,0.62114,0.96288,4.01922,2.75028,1.11091,0.42116,4.11556,0.0,0.0,0.0,0.0,09/04/2015,0.0,0.0,0.0,8.0,3.0,5.0,36.0,08/07/2014,1.0,0.0,36.0,3.0,3.0,0.0,24.0,01/16/2014,1.0,0.0,24.0,16.0,0,6,0,$0.00,0,0,"3735 EVANS AVE
FORT MYERS, FL 33901
(26.607363, -81.859794)",09/01/2016
3144,105965,MANORCARE HEALTH SERVICES,1450 EAST VENICE AVENUE,VENICE,FL,34292,9414868088,570,Sarasota,For profit - Corporation,129,116,Medicare and Medicaid,False,MANOR CARE OF VENICE FL LLC,06/05/1997,False,False,False,False,Both,Yes,3.0,,2.0,,5.0,,3.0,,3.0,,,,2.46336,0.85172,0.66552,1.51724,3.9806,0.09009,2.63075,0.68115,1.15799,4.4699,2.29757,1.03784,0.42943,3.58966,6.0,6.0,0.0,40.0,03/03/2016,1.0,0.0,40.0,8.0,8.0,0.0,36.0,02/13/2015,1.0,0.0,36.0,5.0,3.0,2.0,20.0,03/20/2014,1.0,0.0,20.0,35.333,0,2,0,$0.00,0,0,"1450 EAST VENICE AVENUE
VENICE, FL 34292
(27.099807, -82.41065)",09/01/2016
3145,106005,MANORCARE HEALTH SERVICES,16200 JOG ROAD,DELRAY BEACH,FL,33446,5616380000,490,Palm Beach,For profit - Corporation,120,108,Medicare and Medicaid,False,MANOR CARE OF DELRAY BEACH FL LLC,02/19/1999,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,4.0,,4.0,,,,2.69028,0.6588,1.00417,1.66296,4.35325,0.18843,2.52697,0.64696,1.20711,4.38105,2.61227,0.84518,0.62158,4.00532,4.0,4.0,0.0,20.0,04/21/2016,1.0,0.0,20.0,4.0,3.0,1.0,12.0,02/06/2015,1.0,0.0,12.0,4.0,4.0,0.0,20.0,12/05/2013,1.0,0.0,20.0,17.333,0,0,0,$0.00,0,0,"16200 JOG ROAD
DELRAY BEACH, FL 33446
(26.436214, -80.146473)",09/01/2016
3146,106002,WEDGEWOOD HEALTHCARE CENTER,1010 CARPENTERS WAY,LAKELAND,FL,33809,8638150488,520,Polk,For profit - Corporation,120,102,Medicare and Medicaid,False,1010 CARPENTERS WAY OPERATIONS LLC,03/26/1999,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,3.0,,1.0,,,,3.33333,1.29951,0.45049,1.75,5.08333,0.17353,2.38316,0.65533,1.23946,4.27794,3.432,1.64588,0.27158,4.78978,10.0,6.0,4.0,80.0,04/29/2016,1.0,0.0,80.0,12.0,8.0,4.0,48.0,02/06/2015,1.0,0.0,48.0,15.0,4.0,11.0,365.0,03/14/2014,1.0,0.0,365.0,116.833,0,20,2,$153400.00,0,2,"1010 CARPENTERS WAY
LAKELAND, FL 33809
(28.100651, -81.970994)",09/01/2016
3147,105966,SHELL POINT NURSING PAVILION,15071 SHELL POINT BLVD,FORT MYERS,FL,33908,2394661111,350,Lee,Non profit - Corporation,219,190,Medicare and Medicaid,False,THE CHRISTIAN & MISSIONARY ALLIANCE FOUNDATION INC,08/04/1997,True,False,False,False,Both,Yes,5.0,,4.0,,2.0,,5.0,,5.0,,,,2.96079,0.83974,1.23921,2.07895,5.03974,0.16921,2.53082,0.61683,0.9378,4.08544,2.87057,1.12995,0.98735,4.97245,4.0,4.0,0.0,28.0,07/23/2015,1.0,0.0,28.0,1.0,1.0,0.0,4.0,08/08/2014,1.0,0.0,4.0,5.0,5.0,0.0,24.0,06/07/2013,1.0,0.0,24.0,19.333,0,1,0,$0.00,0,0,"15071 SHELL POINT BLVD
FORT MYERS, FL 33908
(26.51725, -81.996684)",09/01/2016
3148,106003,LADY LAKE SPECIALTY CARE CENTER,630 GRIFFIN AVENUE,LADY LAKE,FL,32159,3527506619,340,Lake,For profit - Corporation,145,137,Medicare and Medicaid,False,"LADY LAKE NH, LLC",03/30/1999,False,False,False,False,Resident,Yes,4.0,,3.0,,3.0,,4.0,,3.0,,,,2.45438,1.21387,0.70255,1.91642,4.3708,0.13504,2.39981,0.61225,1.10798,4.12004,2.50949,1.6456,0.47379,4.27623,7.0,4.0,3.0,28.0,05/29/2015,1.0,0.0,28.0,3.0,3.0,0.0,12.0,06/25/2014,1.0,0.0,12.0,15.0,7.0,8.0,72.0,03/21/2013,1.0,0.0,72.0,30.0,0,18,0,$0.00,0,0,"630 GRIFFIN AVENUE
LADY LAKE, FL 32159
(28.937919, -81.934414)",09/01/2016
3149,105998,CONSULATE HEALTH CARE OF WINTER HAVEN,2701 LAKE ALFRED RD,WINTER HAVEN,FL,33881,8632985000,520,Polk,For profit - Corporation,120,111,Medicare and Medicaid,False,WINTER HAVEN FACILITY OPERATIONS LLC,10/02/1998,False,False,False,False,Resident,Yes,2.0,,2.0,,2.0,,3.0,,2.0,,,,2.66712,0.98378,0.48063,1.46441,4.13153,0.07703,2.39925,0.65746,1.21228,4.26899,2.72765,1.24196,0.29624,3.90111,9.0,3.0,6.0,40.0,09/25/2015,1.0,0.0,40.0,9.0,4.0,5.0,36.0,06/06/2014,1.0,0.0,36.0,11.0,7.0,4.0,40.0,12/12/2013,1.0,0.0,40.0,38.667,0,18,2,$4899.00,0,2,"2701 LAKE ALFRED RD
WINTER HAVEN, FL 33881
(28.050841, -81.734991)",09/01/2016
3150,105962,LIFE CARE CENTER AT WELLS CROSSING,355 CROSSING BLVD,ORANGE PARK,FL,32073,9042641950,90,Clay,For profit - Corporation,120,109,Medicare and Medicaid,False,"LIFE CARE CENTERS OF AMERICA, INC.",07/31/1997,False,False,False,False,Both,Yes,4.0,,3.0,,5.0,,3.0,,3.0,,,,2.47523,1.08761,0.6133,1.70092,4.17614,0.23532,2.3658,0.67597,1.20004,4.24181,2.5672,1.33544,0.38187,3.9685,5.0,5.0,0.0,20.0,06/09/2016,1.0,0.0,20.0,4.0,4.0,0.0,32.0,03/06/2015,1.0,0.0,32.0,3.0,3.0,0.0,20.0,04/10/2014,1.0,0.0,20.0,24.0,0,1,0,$0.00,0,0,"355 CROSSING BLVD
ORANGE PARK, FL 32073
(30.185337, -81.717962)",09/01/2016
3151,105810,"MIRACLE HILL NURSING & REHABILITATION CENTER, INC",1329 ABRAHAM STREET,TALLAHASSEE,FL,32304,8502248486,360,Leon,Non profit - Corporation,120,110,Medicare and Medicaid,False,"MIRACLE HILL NURSING AND REHABILITATION CENTER, INC.",07/01/1993,False,False,False,False,Both,Yes,1.0,,1.0,,1.0,,3.0,,2.0,,,,2.79045,1.05909,0.33545,1.39455,4.18499,0.14545,2.34872,0.58204,0.88168,3.81244,2.91517,1.51028,0.28428,4.42479,10.0,8.0,2.0,56.0,10/15/2015,2.0,28.0,84.0,5.0,4.0,1.0,20.0,12/18/2014,1.0,0.0,20.0,8.0,3.0,5.0,36.0,10/25/2013,2.0,18.0,54.0,57.667,0,5,2,$22320.00,0,2,"1329 ABRAHAM STREET
TALLAHASSEE, FL 32304
(30.457422, -84.300339)",09/01/2016
3152,105856,PREMIER PLACE AT THE GLENVIEW,100 GLENVIEW PLACE,NAPLES,FL,34108,2395910011,100,Collier,Non profit - Corporation,35,17,Medicare,False,PELICAN BAY RETIREMENT SERVICES INC,04/05/1994,True,False,False,False,,Yes,5.0,,5.0,,5.0,,,Data Not Available,,Data Not Available,Data Not Available,Data Not Available,,,,,,,2.1636,0.58884,1.14547,3.8979,,,,,0.0,0.0,0.0,0.0,07/14/2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,06/10/2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,05/15/2014,0.0,0.0,0.0,0.0,0,0,0,$0.00,0,0,"100 GLENVIEW PLACE
NAPLES, FL 34108
(26.217635, -81.810525)",09/01/2016
3153,105935,CONSULATE HEALTH CARE OF PENSACOLA,235 WEST AIRPORT BLVD,PENSACOLA,FL,32505,8508575200,160,Escambia,For profit - Corporation,120,114,Medicare and Medicaid,False,PENSACOLA FACILITY OPERATIONS LLC,01/08/1997,False,False,False,False,Both,Yes,1.0,,1.0,,2.0,,3.0,,3.0,,,,2.59518,0.83596,0.63158,1.46754,4.06272,0.12675,2.37674,0.64379,1.05201,4.07255,2.67921,1.07775,0.44858,4.02117,20.0,17.0,3.0,92.0,07/31/2015,1.0,0.0,92.0,15.0,11.0,4.0,64.0,11/22/2014,1.0,0.0,64.0,15.0,7.0,8.0,72.0,12/13/2013,1.0,0.0,72.0,79.333,0,12,0,$0.00,0,0,"235 WEST AIRPORT BLVD
PENSACOLA, FL 32505
(30.472218, -87.252646)",09/01/2016
3154,105808,LAKEWOOD NURSING CENTER,100 N LAKE ST,CRESCENT CITY,FL,32112,3866982222,530,Putnam,For profit - Corporation,92,81,Medicare and Medicaid,False,LAKEWOOD NURSING CENTER INC,07/01/1993,False,False,False,False,Resident,Yes,3.0,,3.0,,3.0,,3.0,,2.0,,,,4.05988,1.40926,0.53148,1.94074,6.00062,0.05617,2.30225,0.67891,1.08901,4.07018,4.32695,1.72289,0.36466,5.94272,0.0,0.0,0.0,0.0,06/23/2016,0.0,0.0,0.0,6.0,5.0,1.0,40.0,06/11/2015,1.0,0.0,40.0,14.0,10.0,4.0,60.0,05/23/2014,1.0,0.0,60.0,23.333,0,2,0,$0.00,0,0,"100 N LAKE ST
CRESCENT CITY, FL 32112
(29.432146, -81.507016)",09/01/2016
3155,105995,HARBORCHASE OF NAPLES,7801 AIRPORT PULLING ROAD N,NAPLES,FL,34109,2395668077,100,Collier,For profit - Corporation,40,36,Medicare and Medicaid,False,PRIME CARE ONE LLC,06/16/1998,False,False,False,False,Resident,Yes,2.0,,2.0,,1.0,,4.0,,4.0,,,,4.00833,0.73472,1.16111,1.89583,5.90416,0.31806,2.24092,0.63472,1.27361,4.14926,4.38893,0.96076,0.6812,5.73574,7.0,6.0,1.0,64.0,02/25/2016,1.0,0.0,64.0,2.0,2.0,0.0,20.0,04/23/2015,1.0,0.0,20.0,7.0,7.0,0.0,48.0,03/20/2014,3.0,34.0,82.0,52.333,0,1,1,$15600.00,1,2,"7801 AIRPORT PULLING ROAD N
NAPLES, FL 34109
(26.239708, -81.769068)",09/01/2016
