index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
1888,015463,GORDON OAKS HEALTH & REHAB,3151-A KNOLLWOOD DRIVE,MOBILE,AL,36693,2516617608,480,Mobile,For profit - Corporation,71,64,Medicare and Medicaid,False,GORDAN OAKS AT GREYSTOKE LLC,05/21/2012,False,False,False,False,Resident,Yes,1.0,,1.0,,1.0,,4.0,,4.0,,,,2.89688,1.32188,0.85313,2.175,5.07189,0.14609,2.4042,0.64924,1.10994,4.16339,2.95652,1.68991,0.57432,4.91049,5.0,5.0,0.0,80.0,03/10/2016,1.0,0.0,80.0,4.0,3.0,1.0,28.0,03/05/2015,1.0,0.0,28.0,4.0,4.0,0.0,28.0,07/02/2014,1.0,0.0,28.0,54.0,0,1,0,$0.00,0,0,"3151-A KNOLLWOOD DRIVE
MOBILE, AL 36693
(30.623804, -88.173686)",09/01/2016
1889,056052,PARKVIEW HEALTHCARE CENTER,27350 TAMPA AVENUE,HAYWARD,CA,94544,5107838150,0,Alameda,For profit - Corporation,121,109,Medicare and Medicaid,False,GRANCARE LLC,05/01/1973,False,False,False,False,Resident,Yes,2.0,,1.0,,3.0,,4.0,,4.0,,,,2.21743,1.17385,0.88303,2.05688,4.27431,0.05917,2.53547,0.65627,0.93654,4.12828,2.14591,1.4846,0.7045,4.17348,12.0,9.0,4.0,84.0,09/03/2015,1.0,0.0,84.0,19.0,11.0,8.0,159.0,07/17/2014,1.0,0.0,159.0,11.0,10.0,1.0,52.0,04/19/2013,1.0,0.0,52.0,103.667,9,6,0,$0.00,0,0,"27350 TAMPA AVENUE
HAYWARD, CA 94544
(37.634288, -122.076444)",09/01/2016
1890,035135,MONTECITO POST ACUTE CARE AND REHABILITATION,51 SOUTH 48TH STREET,MESA,AZ,85206,4808328333,60,Maricopa,For profit - Corporation,222,170,Medicare and Medicaid,False,"SUNLAND HEALTH ASSOCIATES, LLC.",09/17/1986,False,False,False,False,Resident,Yes,4.0,,4.0,,3.0,,4.0,,5.0,,,,2.33353,0.94118,1.18029,2.12147,4.455,0.13,2.51132,0.67356,1.0078,4.19268,2.27999,1.15978,0.87508,4.28309,1.0,1.0,1.0,4.0,05/11/2015,1.0,0.0,4.0,5.0,5.0,2.0,28.0,03/07/2014,1.0,0.0,28.0,6.0,6.0,0.0,36.0,01/28/2013,1.0,0.0,36.0,17.333,0,4,0,$0.00,0,0,"51 SOUTH 48TH STREET
MESA, AZ 85206
(33.413916, -111.727745)",09/01/2016
1891,055977,KENNEDY POST ACUTE CARE CENTER,619 N. FAIRFAX AVE,LOS ANGELES,CA,90036,3236510043,200,Los Angeles,For profit - Individual,97,89,Medicare and Medicaid,False,"MEK KENNEDY, LLC",08/21/1968,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,2.0,,2.0,,,,2.32753,0.88539,0.52528,1.41067,3.7382,0.06404,2.6309,0.71073,1.14975,4.49137,2.17076,1.03398,0.34137,3.35495,21.0,20.0,1.0,152.0,03/25/2016,2.0,76.0,228.0,9.0,9.0,0.0,56.0,09/01/2013,1.0,0.0,56.0,8.0,7.0,1.0,44.0,05/27/2012,1.0,0.0,44.0,140.0,3,1,0,$0.00,0,0,"619 N FAIRFAX AVE
LOS ANGELES, CA 90036
(34.082299, -118.361521)",09/01/2016
1892,035201,"FORUM AT DESERT HARBOR, THE",13840 NORTH DESERT HARBOR DRIVE,PEORIA,AZ,85381,6239720995,60,Maricopa,For profit - Corporation,57,20,Medicare,False,FIVE STAR DESERT HARBOR LLC,02/15/1990,True,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,4.0,,4.0,,,,2.4975,0.7975,1.3075,2.105,4.6025,0.0475,2.40651,0.73535,1.5237,4.66556,2.54648,0.90015,0.64118,3.97641,11.0,11.0,8.0,72.0,02/18/2016,1.0,0.0,72.0,2.0,2.0,2.0,8.0,02/20/2015,1.0,0.0,8.0,7.0,7.0,0.0,36.0,11/14/2013,1.0,0.0,36.0,44.667,0,4,1,$1300.00,0,1,"13840 NORTH DESERT HARBOR DRIVE
PEORIA, AZ 85381
(33.614509, -112.249181)",09/01/2016
1893,045187,THE GREEN HOUSE COTTAGES OF WENTWORTH PLACE,26 WARNOCK SPRINGS ROAD,MAGNOLIA,AR,71753,8702341361,130,Columbia,Non profit - Corporation,113,88,Medicare and Medicaid,False,PROGRESSIVE ELDERCARE SERVICES COLUMBIA INC,01/01/1992,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,4.0,,3.0,,,,3.88864,1.24943,0.49659,1.74602,5.63466,0.06648,2.20118,0.59536,0.94021,3.73675,4.33475,1.74184,0.39465,6.07821,3.0,3.0,0.0,24.0,07/14/2016,0.0,0.0,24.0,4.0,4.0,0.0,72.0,08/21/2015,1.0,0.0,72.0,4.0,4.0,0.0,28.0,09/26/2014,1.0,0.0,28.0,40.667,0,0,1,$32240.00,0,1,"26 WARNOCK SPRINGS ROAD
MAGNOLIA, AR 71753
(33.279835, -93.211869)",09/01/2016
1894,056212,WILLOW GLEN CENTER,1267 MERIDIAN AVENUE,SAN JOSE,CA,95125,4082654211,530,Santa Clara,For profit - Corporation,152,123,Medicare and Medicaid,False,BETTER CARE INC,05/06/1970,False,False,False,False,Resident,Yes,3.0,,3.0,,4.0,,3.0,,3.0,,,,2.67764,0.8752,0.68374,1.55894,4.23658,0.08374,2.47423,0.68749,1.15543,4.31715,2.65542,1.05662,0.44216,3.95567,19.0,8.0,11.0,84.0,06/23/2016,1.0,0.0,84.0,14.0,9.0,5.0,52.0,08/04/2015,1.0,0.0,52.0,10.0,9.0,1.0,40.0,09/11/2014,1.0,0.0,40.0,66.0,14,8,0,$0.00,0,0,"1267 MERIDIAN AVENUE
SAN JOSE, CA 95125
(37.302124, -121.9136)",09/01/2016
1895,025018,PROVIDENCE TRANSITIONAL CARE CENTER,910 COMPASSION CIRCLE,ANCHORAGE,AK,99504,9072129100,20,Anchorage,Non profit - Church related,50,37,Medicare and Medicaid,False,PROVIDENCE HEALTH & SERVICES WASHINGTON,09/01/1983,True,False,False,False,Resident,Yes,3.0,,3.0,,4.0,,,Data Not Available,,Data Not Available,Data Not Available,Data Not Available,,,,,,,2.55972,0.85256,1.58736,4.99964,,,,,11.0,11.0,0.0,96.0,04/21/2016,1.0,0.0,96.0,10.0,10.0,0.0,92.0,04/23/2015,1.0,0.0,92.0,22.0,16.0,6.0,128.0,06/05/2014,1.0,0.0,128.0,100.0,0,4,0,$0.00,0,0,"910 COMPASSION CIRCLE
ANCHORAGE, AK 99504
(61.213203, -149.778154)",09/01/2016
1896,055497,THE PINES AT PLACERVILLE HEALTHCARE CENTER,1040 MARSHALL WAY,PLACERVILLE,CA,95667,5306223400,80,El Dorado,For profit - Corporation,99,87,Medicare and Medicaid,False,"GLADIOLUS HOLDINGS, LLC",07/01/1976,False,False,False,False,Both,Yes,5.0,,4.0,,5.0,,3.0,,3.0,,,,2.54943,0.85517,0.62816,1.48333,4.03276,0.06494,2.48945,0.62624,1.0198,4.13549,2.51282,1.13341,0.46025,3.93076,12.0,10.0,2.0,60.0,03/18/2016,1.0,0.0,60.0,5.0,5.0,0.0,24.0,04/09/2015,1.0,0.0,24.0,6.0,6.0,0.0,12.0,04/10/2014,1.0,0.0,12.0,40.0,1,1,0,$0.00,0,0,"1040 MARSHALL WAY
PLACERVILLE, CA 95667
(38.72619, -120.792787)",09/01/2016
1897,055341,GEM TRANSITIONAL,716 SOUTH FAIR OAKS AVE,PASADENA,CA,91105,6263973322,200,Los Angeles,For profit - Corporation,75,66,Medicare and Medicaid,False,"GEM HEALTHCARE, LLC",04/01/1972,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,4.0,,5.0,,,,2.27803,0.86667,1.22955,2.09621,4.37425,0.20985,2.58452,0.65549,1.14596,4.38598,2.16272,1.0974,0.8017,4.02012,7.0,7.0,0.0,32.0,03/17/2016,1.0,0.0,32.0,6.0,6.0,0.0,32.0,01/13/2015,1.0,0.0,32.0,9.0,9.0,0.0,36.0,09/16/2013,1.0,0.0,36.0,32.667,0,0,0,$0.00,0,0,"716 SOUTH FAIR OAKS AVE
PASADENA, CA 91105
(34.133578, -118.150352)",09/01/2016
1898,055806,VILLA LAS PALMAS HEALTHCARE CENTER,622 SOUTH ANZA STREET,EL CAJON,CA,92020,6194420544,470,San Diego,For profit - Corporation,151,134,Medicare and Medicaid,False,JEFFREY PINE HOLDINGS LLC,08/17/1967,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,5.0,,5.0,,,,2.92612,1.00373,1.24104,2.24478,5.17089,0.14179,2.6307,0.7914,1.27073,4.69282,2.72924,1.05269,0.72974,4.44154,10.0,9.0,1.0,52.0,11/16/2015,1.0,0.0,52.0,12.0,12.0,0.0,64.0,10/17/2014,1.0,0.0,64.0,12.0,8.0,4.0,48.0,12/06/2013,1.0,0.0,48.0,55.333,4,3,0,$0.00,0,0,"622 SOUTH ANZA STREET
EL CAJON, CA 92020
(32.789485, -116.948196)",09/01/2016
1899,045440,OSCEOLA THERAPY AND LIVING,287 SOUTH COUNTRY CLUB ROAD,OSCEOLA,AR,72370,8705633201,460,Mississippi,For profit - Corporation,115,58,Medicare and Medicaid,False,"OSNC, INC.",03/08/2011,False,False,False,False,Resident,Yes,3.0,,3.0,,2.0,,2.0,,1.0,,,,2.4569,1.04224,0.17328,1.21552,3.67242,0.00603,2.30984,0.62088,0.94716,3.87788,2.60991,1.39328,0.1367,3.81733,6.0,6.0,0.0,40.0,03/24/2016,1.0,0.0,40.0,8.0,6.0,3.0,52.0,04/24/2015,1.0,0.0,52.0,4.0,4.0,0.0,28.0,05/16/2014,1.0,0.0,28.0,42.0,0,3,0,$0.00,0,0,"287 SOUTH COUNTRY CLUB ROAD
OSCEOLA, AR 72370
(35.696869, -90.017572)",09/01/2016
1900,015408,"WALKER REHABILITATION CENTER, INC",350 NORTHEAST 4TH STREET     P O BOX 30,CARBON HILL,AL,35549,2059244404,630,Walker,For profit - Corporation,59,52,Medicare and Medicaid,False,"WALKER REHABILITATION CENTER, INC",10/04/1990,False,False,False,False,Both,Yes,3.0,,2.0,,2.0,,4.0,,3.0,,,,3.0,1.32981,0.59904,1.92885,4.92885,0.02019,2.13396,0.57237,0.88273,3.58906,3.4495,1.92836,0.50707,5.53562,5.0,5.0,0.0,52.0,12/31/2015,1.0,0.0,52.0,7.0,7.0,0.0,40.0,12/05/2014,1.0,0.0,40.0,7.0,7.0,0.0,44.0,12/19/2013,1.0,0.0,44.0,46.667,0,0,0,$0.00,0,0,"350 NORTHEAST 4TH STREET
CARBON HILL, AL 35549
(33.888127, -87.522981)",09/01/2016
1901,055169,JEWISH HOME D/P SNF,302 SILVER AVE,SAN FRANCISCO,CA,94112,4153342500,480,San Francisco,Non profit - Corporation,378,350,Medicare and Medicaid,True,HEBREW HOME FOR AGED DISABLED,01/01/1967,False,False,False,False,Both,Yes,5.0,,3.0,,5.0,,5.0,,5.0,,,,2.97457,0.59329,1.009,1.60229,4.57686,0.11543,2.5114,0.63738,0.98735,4.13612,2.90623,0.77259,0.76358,4.46042,8.0,6.0,2.0,56.0,03/11/2016,1.0,0.0,56.0,9.0,9.0,0.0,80.0,02/25/2015,1.0,0.0,80.0,5.0,5.0,0.0,36.0,02/28/2014,1.0,0.0,36.0,60.667,2,1,0,$0.00,0,0,"302 SILVER AVE
SAN FRANCISCO, CA 94112
(37.728549, -122.430419)",09/01/2016
1902,056205,PACIFICA NURSING AND REHAB CENTER,385 ESPLANADE AVENUE,PACIFICA,CA,94044,6509935576,41,San Mateo,For profit - Corporation,68,60,Medicare and Medicaid,False,"PACIFICA CARE CENTER, INC.",05/13/1970,False,False,False,False,Resident,Yes,5.0,,4.0,,4.0,,5.0,,5.0,,,,3.34417,1.37167,1.76583,3.1375,6.48167,0.52667,2.38647,0.78605,1.67474,4.84726,3.43837,1.44837,0.78784,5.39005,4.0,3.0,1.0,20.0,10/05/2015,1.0,0.0,20.0,6.0,6.0,0.0,40.0,08/15/2014,1.0,0.0,40.0,6.0,5.0,1.0,28.0,08/08/2013,1.0,0.0,28.0,28.0,0,3,0,$0.00,0,0,"385 ESPLANADE AVENUE
PACIFICA, CA 94044
(37.65157, -122.492576)",09/01/2016
1903,035253,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,TUCSON,AZ,85718,5207426242,90,Pima,For profit - Corporation,42,32,Medicare,False,ARC SANTA CATALINA INC,03/11/1999,True,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,4.0,,4.0,,,,2.99531,0.54844,1.35781,1.90625,4.90156,0.1625,2.45724,0.73869,1.46724,4.66317,2.991,0.61624,0.69147,4.23697,2.0,2.0,0.0,8.0,02/25/2016,1.0,0.0,8.0,5.0,5.0,5.0,20.0,01/15/2015,1.0,0.0,20.0,8.0,8.0,2.0,32.0,09/19/2013,1.0,0.0,32.0,16.0,0,5,0,$0.00,0,0,"7500 NORTH CALLE
TUCSON, AZ 85718
(32.342752, -110.938755)",09/01/2016
1904,015446,GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILIT,2831 HIGHLAND AVENUE SOUTH,BIRMINGHAM,AL,35205,2053232724,360,Jefferson,Non profit - Corporation,95,93,Medicare and Medicaid,False,"GREENBRIAR AT THE ALTAMONT, LLC",06/12/2002,True,False,False,False,Both,Yes,5.0,,4.0,,5.0,,4.0,,5.0,,,,1.81022,0.7414,0.95806,1.69946,3.50968,0.01935,2.30509,0.56942,0.89926,3.77377,1.92693,1.08068,0.79606,3.74882,2.0,2.0,0.0,12.0,12/10/2015,1.0,0.0,12.0,4.0,4.0,0.0,32.0,10/23/2014,1.0,0.0,32.0,4.0,4.0,1.0,20.0,11/07/2013,1.0,0.0,20.0,20.0,0,1,0,$0.00,0,0,"2831 HIGHLAND AVENUE SOUTH
BIRMINGHAM, AL 35205
(33.506091, -86.7822)",09/01/2016
1905,055744,ATLANTIC MEMORIAL HEALTHCARE CENTER,2750 ATLANTIC AVE.,LONG BEACH,CA,90806,5624248101,200,Los Angeles,For profit - Corporation,104,91,Medicare and Medicaid,False,"ATLANTIC MEMORIAL HEALTHCARE ASSOCIATES, INC.",05/08/1967,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,4.0,,4.0,,,,2.56319,1.05495,0.91813,1.97308,4.53627,0.38407,2.58086,0.68381,1.16519,4.42987,2.4369,1.28048,0.58877,4.12772,14.0,13.0,1.0,88.0,01/08/2016,1.0,0.0,88.0,15.0,15.0,0.0,80.0,01/09/2015,1.0,0.0,80.0,13.0,10.0,3.0,68.0,09/16/2013,1.0,0.0,68.0,82.0,0,8,0,$0.00,0,0,"2750 ATLANTIC AVE
LONG BEACH, CA 90806
(33.80737, -118.184969)",09/01/2016
