index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
636,33A081,ST MARYS HOSPITAL FOR CHILDREN INC,29 01 216 STREET,BAYSIDE,NY,11360,7182818800,590,Queens,Non profit - Corporation,97,93,Medicaid,False,Legal Business Name Not Available,03/31/1974,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,,Data Not Available,,Data Not Available,Data Not Available,Data Not Available,,,,,,,2.74249,1.10661,1.70316,5.55226,,,,,0.0,0.0,0.0,0.0,07/09/2015,0.0,0.0,0.0,1.0,1.0,0.0,8.0,07/24/2014,1.0,0.0,8.0,2.0,2.0,0.0,8.0,07/18/2013,1.0,0.0,8.0,4.0,0,0,0,$0.00,0,0,"29 01 216 STREET
BAYSIDE, NY 11360
",09/01/2016
637,345045,BLOWING ROCK REHAB DAVANT EXTENDED CARE CTR,418 CHESTNUT STREET,BLOWING ROCK,NC,28605,8282953136,940,Watauga,Non profit - Corporation,72,63,Medicare and Medicaid,True,"BLOWING ROCK HOSPITAL, INC",01/15/1968,False,False,False,False,Resident,Yes,3.0,,2.0,,2.0,,5.0,,5.0,,,,3.24444,0.89921,1.5254,2.4246,5.66905,0.20397,2.53936,0.64869,1.08599,4.27404,3.135,1.15054,1.04953,5.34655,9.0,9.0,0.0,56.0,03/11/2016,1.0,0.0,56.0,10.0,10.0,0.0,52.0,04/02/2015,1.0,0.0,52.0,1.0,1.0,0.0,4.0,11/22/2013,1.0,0.0,4.0,46.0,0,0,0,$0.00,1,1,"418 CHESTNUT STREET
BLOWING ROCK, NC 28605
",09/01/2016
638,345146,BETHANY WOODS NURSING AND REHABILITATION CENTER,33426 OLD SALISBURY ROAD BOX 1250,ALBEMARLE,NC,28002,7049831195,830,Stanly,For profit - Corporation,160,132,Medicare and Medicaid,False,"SPRUCE LTC GROUP, LLC",03/19/1975,False,False,False,False,Resident,Yes,3.0,,3.0,,3.0,,2.0,,2.0,,,,2.26894,0.80265,0.52614,1.32879,3.59773,0.07462,2.31025,0.63207,1.1885,4.13082,2.40983,1.05399,0.33078,3.5107,2.0,2.0,0.0,8.0,01/21/2016,1.0,0.0,8.0,6.0,3.0,3.0,44.0,02/05/2015,1.0,0.0,44.0,5.0,3.0,2.0,20.0,11/21/2013,1.0,0.0,20.0,22.0,0,3,0,$0.00,0,0,"33426 OLD SALISBURY ROAD
ALBEMARLE, NC 28002
",09/01/2016
639,345170,CRYSTAL BLUFFS REHABILITATION AND HEALTH CARE CENT,4010 BRIDGES STREET EXTENSION,MOREHEAD CITY,NC,28557,2527260031,150,Carteret,For profit - Corporation,92,88,Medicare and Medicaid,False,"CENTURY CARE OF THE CRYSTAL COAST, INC",08/15/1977,False,False,False,False,Resident,Yes,3.0,,4.0,,4.0,,1.0,,2.0,,,,2.20057,0.74545,0.61193,1.35739,3.55795,0.08352,2.56766,0.69627,1.23103,4.49497,2.1029,0.88862,0.37142,3.19062,2.0,2.0,0.0,16.0,07/14/2016,1.0,0.0,16.0,0.0,0.0,0.0,0.0,08/06/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/25/2014,0.0,0.0,0.0,8.0,0,0,0,$0.00,0,0,"4010 BRIDGES STREET EXTENSION
MOREHEAD CITY, NC 28557
",09/01/2016
640,345175,SMITHFIELD MANOR NURSING AND REHAB,POST OFFICE BOX 1940,SMITHFIELD,NC,27577,9199343171,500,Johnston,For profit - Corporation,160,137,Medicare and Medicaid,False,"SMITHFIELD MANOR, INC.",12/01/1977,False,False,False,False,Both,Yes,2.0,,2.0,,2.0,,3.0,,3.0,,,,2.16606,0.67774,0.68285,1.36058,3.52665,0.05073,2.50896,0.6687,1.14939,4.32706,2.11835,0.84122,0.44391,3.28528,9.0,9.0,1.0,44.0,12/17/2015,1.0,0.0,44.0,10.0,10.0,0.0,44.0,01/29/2015,1.0,0.0,44.0,2.0,0.0,2.0,8.0,12/12/2013,0.0,0.0,8.0,38.0,0,2,0,$0.00,0,0,"1940 SMITHFIELD
NC 27577
",09/01/2016
641,345279,HUNTER HILLS NURSING AND REHABILITATION CENTER,POST OFFICE BOX 8495,ROCKY MOUNT,NC,27804,2524430867,630,Nash,For profit - Corporation,141,133,Medicare and Medicaid,False,"EVEREST LONG TERM CARE, LLC",06/21/1988,False,False,False,False,Resident,Yes,2.0,,3.0,,3.0,,1.0,,1.0,,,,1.99398,0.96429,0.28083,1.24511,3.2391,0.08609,2.45972,0.68138,1.16443,4.30553,1.9891,1.17461,0.18021,3.03249,6.0,2.0,4.0,28.0,01/14/2016,1.0,0.0,28.0,0.0,0.0,0.0,0.0,02/12/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/11/2013,0.0,0.0,0.0,14.0,0,4,1,$3901.00,0,1,"8495 ROCKY MOUNT
NC 27804
",09/01/2016
642,345285,MOUNTAIN HOME HEALTH AND REHAB,200 HERITAGE DRIVE,HENDERSONVILLE,NC,28739,8286935849,440,Henderson,For profit - Corporation,134,120,Medicare and Medicaid,False,HEALTH TRUST LLC,06/30/1988,False,False,False,False,Resident,Yes,3.0,,3.0,,3.0,,2.0,,3.0,,,,1.67167,0.56958,0.55,1.11958,2.79125,0.04042,2.5826,0.64482,0.90816,4.13558,1.58823,0.73315,0.45252,2.7206,6.0,4.0,3.0,28.0,12/29/2015,1.0,0.0,28.0,0.0,0.0,0.0,0.0,01/08/2015,0.0,0.0,0.0,3.0,3.0,0.0,20.0,09/19/2013,1.0,0.0,20.0,17.333,0,4,0,$0.00,0,0,"200 HERITAGE DRIVE
HENDERSONVILLE, NC 28739
",09/01/2016
643,345293,RICHMOND PINES HEALTHCARE AND REHABILITATION CENTE,HIGHWAY 177 S BOX 1489,HAMLET,NC,28345,9105820021,760,Richmond,For profit - Corporation,105,91,Medicare and Medicaid,False,"SPRUCE LTC GROUP, LLC",01/18/1989,False,False,False,False,Resident,Yes,1.0,,1.0,,1.0,,2.0,,2.0,,,,2.28407,0.77527,0.48297,1.25824,3.54231,0.07308,2.34218,0.60468,1.03467,3.98154,2.39282,1.06415,0.34878,3.58623,12.0,6.0,10.0,353.0,06/02/2016,1.0,0.0,353.0,3.0,3.0,2.0,8.0,07/23/2015,1.0,0.0,8.0,1.0,0.0,1.0,4.0,09/17/2014,0.0,0.0,4.0,179.833,0,9,1,$94965.00,0,1,"1489 HAMLET
NC 28345
",09/01/2016
644,345377,EAST CAROLINA REHAB AND WELLNESS,2575 W 5TH STREET,GREENVILLE,NC,27834,2528309100,730,Pitt,For profit - Partnership,130,84,Medicare and Medicaid,False,EAST CAROLINA REHAB AND WELLNESS LLC,06/25/1991,False,False,False,True,Resident,Yes,2.0,,2.0,,2.0,,3.0,,3.0,,,,2.27381,1.05952,0.56548,1.625,3.89881,0.10536,2.35995,0.60494,1.07705,4.04194,2.36414,1.4537,0.3923,3.88816,6.0,6.0,0.0,36.0,04/20/2016,1.0,0.0,36.0,13.0,8.0,5.0,60.0,03/19/2015,1.0,0.0,60.0,7.0,4.0,3.0,32.0,02/20/2014,2.0,16.0,48.0,46.0,0,8,2,$11331.00,0,2,"2575 W 5TH STREET
GREENVILLE, NC 27834
(35.616767, -77.410635)",09/01/2016
645,345404,THREE RIVERS HEALTH AND REHAB,1403 CONNER DRIVE,WINDSOR,NC,27983,2527944441,70,Bertie,For profit - Corporation,60,52,Medicare and Medicaid,False,LIBERTY HEALTHCARE GROUP LLC,03/12/1992,False,False,False,False,Resident,Yes,4.0,,3.0,,3.0,,4.0,,3.0,,,,3.31538,1.03269,0.64712,1.67981,4.99519,0.12019,2.50631,0.63206,1.12276,4.26113,3.24578,1.35609,0.43066,4.7253,7.0,7.0,4.0,28.0,01/14/2016,1.0,0.0,28.0,0.0,0.0,0.0,0.0,04/09/2015,0.0,0.0,0.0,2.0,2.0,0.0,8.0,02/13/2014,1.0,0.0,8.0,15.333,0,0,0,$0.00,0,0,"1403 CONNER DRIVE
WINDSOR, NC 27983
",09/01/2016
646,345417,HILLSIDE NURSING CENTER OF WAK,968 EAST WAIT AVENUE,WAKE FOREST,NC,27587,9195564082,910,Wake,For profit - Corporation,130,117,Medicare and Medicaid,False,"HILLSIDE NURSING CENTER OF WAKE FOREST, INC.",04/09/1992,False,False,False,False,Resident,Yes,3.0,,2.0,,2.0,,4.0,,3.0,,,,3.04701,1.0235,0.57821,1.60171,4.64872,0.13462,2.49255,0.65948,1.12591,4.27794,2.99952,1.28814,0.38372,4.38027,3.0,3.0,0.0,12.0,07/21/2016,1.0,0.0,12.0,6.0,5.0,3.0,32.0,08/06/2015,1.0,0.0,32.0,8.0,4.0,4.0,199.0,08/21/2014,1.0,0.0,199.0,49.833,0,7,1,$9900.00,0,1,"968 EAST WAIT AVENUE
WAKE FOREST, NC 27587
",09/01/2016
647,345426,VALLEY VIEW CARE & REHAB CENTER,551 KENT STREET,ANDREWS,NC,28901,8283213075,190,Cherokee,For profit - Corporation,76,75,Medicare and Medicaid,False,"VALLEY VIEW HEALTHCARE, LLC",10/15/1992,False,False,False,False,Resident,Yes,1.0,,1.0,,3.0,,2.0,,3.0,,,,1.758,0.52467,0.62867,1.15333,2.91134,0.06667,2.41142,0.70279,1.14463,4.25884,1.78882,0.61964,0.41039,2.75552,11.0,10.0,3.0,48.0,08/20/2015,1.0,0.0,48.0,7.0,7.0,0.0,40.0,06/12/2014,1.0,0.0,40.0,8.0,7.0,1.0,72.0,03/28/2013,1.0,0.0,72.0,49.333,0,4,0,$0.00,0,0,"551 KENT STREET
ANDREWS, NC 28901
(35.194503, -83.842162)",09/01/2016
648,345423,WILSON REHABILITATION AND NURSING CENTER,1705 SOUTH TARBORO STREET,WILSON,NC,27893,2523998998,970,Wilson,For profit - Individual,90,78,Medicare and Medicaid,False,DLP WILMED NURSING CARE AND REHABILITATION CENTER LLC,05/07/1992,False,False,False,False,Resident,Yes,3.0,,4.0,,4.0,,1.0,,1.0,,,,2.0891,1.23654,0.42885,1.66538,3.75449,0.08782,2.37497,0.66175,1.19614,4.23286,2.15835,1.55093,0.26789,3.57535,1.0,1.0,0.0,4.0,03/16/2016,1.0,0.0,4.0,2.0,2.0,0.0,16.0,05/29/2015,1.0,0.0,16.0,1.0,1.0,0.0,8.0,07/10/2014,1.0,0.0,8.0,8.667,0,0,0,$0.00,0,0,"1705 SOUTH TARBORO STREET
WILSON, NC 27893
(35.720022, -77.945756)",09/01/2016
649,345484,TRANSYLVANIA REGIONAL HOSPITAL INC,HOSPITAL DRIVE,BREVARD,NC,28712,8288835156,870,Transylvania,Non profit - Corporation,10,8,Medicare and Medicaid,True,Legal Business Name Not Available,05/29/1997,False,False,False,False,,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,,,3.0,0.0,4.14375,4.14375,7.14375,0.7125,2.54033,0.76567,1.77017,5.07617,2.89769,0.0,1.74911,5.67273,0.0,0.0,0.0,0.0,07/27/2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,09/15/2015,0.0,0.0,0.0,1.0,1.0,0.0,8.0,10/01/2014,1.0,0.0,8.0,1.333,0,0,0,$0.00,0,0,,09/01/2016
650,345512,CYPRESS GLEN RETIREMENT COMMUN,1000 HICKORY STREET,GREENVILLE,NC,27858,2528300036,730,Pitt,Non profit - Corporation,6,4,Medicare,False,"UNITED METHODIST RETIREMENT HOMES, INCORPORATED",01/10/2002,True,False,False,False,Both,Yes,5.0,,5.0,,3.0,,5.0,,5.0,,,,3.4125,0.7125,4.1875,4.9,8.3125,0.6375,2.15725,0.89115,2.14026,5.18865,3.88145,0.66361,1.46193,6.45772,0.0,0.0,0.0,0.0,04/07/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/25/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/23/2014,0.0,0.0,0.0,0.0,0,0,0,$0.00,0,0,"1000 HICKORY STREET
GREENVILLE, NC 27858
",09/01/2016
651,345526,CAROLINA REHAB CENTER OF BURKE,3647 MILLER BRIDGE ROAD,CONNELLY SPG,NC,28612,8283973144,110,Burke,For profit - Corporation,90,75,Medicare and Medicaid,False,CAROLINA HEALTH CARE CENTER OF BURKE LIMITED PARTNERSHIP,03/25/2003,False,False,False,False,Resident,Yes,2.0,,1.0,,4.0,,4.0,,4.0,,,,1.91333,1.014,1.13533,2.14933,4.06266,0.15133,2.33748,0.70395,1.28293,4.32437,2.00846,1.19557,0.66123,3.78695,8.0,8.0,1.0,36.0,01/08/2016,1.0,0.0,36.0,18.0,13.0,10.0,80.0,03/30/2015,2.0,40.0,120.0,4.0,4.0,0.0,16.0,11/07/2013,1.0,0.0,16.0,60.667,0,25,1,$18578.00,1,2,"3647 MILLER BRIDGE ROAD
CONNELLY SPG, NC 28612
",09/01/2016
652,345571,CAROLINA BAY HEALTHCARE CTR OF WILMINGTON LLC,630 CAROLINA BAY DRIVE,WILMINGTON,NC,28403,9107697550,640,New Hanover,For profit - Corporation,30,2,Medicare,False,Legal Business Name Not Available,08/18/2016,True,False,False,False,Resident,Yes,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,Data Not Available,Data Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,$0.00,0,0,"630 CAROLINA BAY DRIVE
WILMINGTON, NC 28403
",09/01/2016
653,355042,WESTERN HORIZONS CARE CENTER,1104  HWY 12,HETTINGER,ND,58639,7015672401,0,Adams,Non profit - Corporation,45,45,Medicare and Medicaid,False,WESTERN HORIZONS LIVING CENTERS,05/01/1978,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,4.0,,3.0,,,,2.57111,0.87111,0.45889,1.33,3.90111,0.00667,2.36857,0.54571,0.78636,3.70064,2.66352,1.32492,0.43604,4.24926,5.0,5.0,0.0,20.0,10/29/2015,1.0,0.0,20.0,11.0,11.0,0.0,80.0,09/24/2014,1.0,0.0,80.0,1.0,1.0,0.0,8.0,09/25/2013,1.0,0.0,8.0,38.0,0,0,0,$0.00,0,0,"1104 HWY
HETTINGER, ND 58639
",09/01/2016
654,355046,GOLDEN ACRES MANOR,1 E MAIN ST,CARRINGTON,ND,58421,7016523117,150,Foster,For profit - Corporation,64,63,Medicare and Medicaid,False,ALPHA INC,05/01/1978,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,4.0,,5.0,,,,2.25397,0.56587,0.79762,1.36349,3.61746,0.04524,2.32041,0.56376,0.75387,3.63804,2.38345,0.8331,0.79056,4.0081,5.0,5.0,0.0,28.0,03/03/2016,1.0,0.0,28.0,3.0,3.0,0.0,16.0,02/19/2015,1.0,0.0,16.0,6.0,6.0,0.0,28.0,03/05/2014,1.0,0.0,28.0,24.0,0,0,0,$0.00,0,0,"1 E MAIN ST
CARRINGTON, ND 58421
",09/01/2016
