index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
6266,205184,MAINE VETERANS HOME - SO PARIS,477 HIGH ST,SOUTH PARIS,ME,4281,2077436300,80,Oxford,Non profit - Corporation,62,62,Medicare and Medicaid,False,MAINE VETERANS' HOME,07/26/1995,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.76452,0.40565,1.48306,1.88871,4.65323,0.09194,2.70471,0.66243,1.07511,4.44225,2.50796,0.50827,1.03072,4.22234,1.0,1.0,1.0,0.0,08/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/26/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07/26/2013,0.0,0.0,0.0,0.0,1,0,0,$0.00,0,0,"477 HIGH ST
SOUTH PARIS, ME 04281
(44.250265, -70.527323)",09/01/2016
6267,215025,NMS HEALTHCARE OF SILVER SPRING,4011 RANDOLPH ROAD,WHEATON,MD,20902,3019332500,150,Montgomery,For profit - Corporation,112,101,Medicare and Medicaid,False,NMS HEALTHCARE OF SILVER SPRING LLC,01/01/1967,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,5.0,,,,3.10644,0.0,2.2401,2.2401,5.34654,0.3396,2.49198,0.70223,1.40917,4.60339,3.05872,0.0,1.18779,4.68163,42.0,18.0,24.0,188.0,06/02/2015,1.0,0.0,188.0,26.0,15.0,16.0,128.0,07/28/2014,1.0,0.0,128.0,18.0,10.0,8.0,80.0,08/09/2013,1.0,0.0,80.0,150.0,14,48,0,$0.00,0,0,"4011 RANDOLPH ROAD
WHEATON, MD 20902
(39.057624, -77.079303)",09/01/2016
6268,215014,ARCOLA HEALTH AND REHABILITATION CENTER,901 ARCOLA AVENUE,SILVER SPRING,MD,20902,3016492400,150,Montgomery,For profit - Corporation,158,135,Medicare and Medicaid,False,SSC SILVER SPRING OPERATING COMPANY LLC,01/01/1967,False,False,False,False,Resident,Yes,3.0,,4.0,,4.0,,1.0,,1.0,,,,2.27926,0.86148,0.31407,1.17556,3.45481,0.09148,2.32587,0.61416,1.04226,3.98229,2.40453,1.16423,0.22516,3.49698,14.0,12.0,13.0,40.0,11/16/2015,1.0,0.0,40.0,4.0,2.0,2.0,28.0,10/30/2014,1.0,0.0,28.0,10.0,9.0,10.0,24.0,11/15/2013,1.0,0.0,24.0,33.333,4,3,0,$0.00,0,0,"901 ARCOLA AVENUE
SILVER SPRING, MD 20902
(39.0364, -77.025614)",09/01/2016
6269,215001,BALLENGER CREEK CENTER,347 BALLENGER DRIVE,FREDERICK,MD,21701,3016635181,100,Frederick,For profit - Corporation,143,97,Medicare and Medicaid,False,700 TOLL HOUSE AVENUE OPERATIONS LLC,12/05/1969,False,False,False,False,Resident,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,,,1.87526,1.30722,0.54845,1.85567,3.73093,0.05722,2.57058,0.69603,1.05721,4.32382,1.78999,1.55884,0.38762,3.47817,14.0,13.0,14.0,72.0,05/07/2015,1.0,0.0,72.0,15.0,14.0,15.0,88.0,01/30/2014,1.0,0.0,88.0,14.0,14.0,0.0,100.0,11/30/2012,1.0,0.0,100.0,82.0,2,4,0,$0.00,0,0,"347 BALLENGER DRIVE
FREDERICK, MD 21701
(39.408011, -77.414101)",09/01/2016
6270,215005,BAY RIDGE HEALTH CARE CENTER,900 VAN BUREN STREET,ANNAPOLIS,MD,21403,4102678653,10,Anne Arundel,For profit - Partnership,93,89,Medicare and Medicaid,False,NEW ANNAPOLIS NURSING LLC,07/01/1976,False,False,False,False,Resident,Yes,3.0,,3.0,,5.0,,1.0,,1.0,,,,2.19326,1.31461,0.41124,1.72584,3.91911,0.44944,2.69527,0.89816,1.56978,5.16322,1.99668,1.21484,0.19575,3.05963,14.0,4.0,10.0,76.0,03/26/2015,1.0,0.0,76.0,7.0,2.0,5.0,32.0,02/14/2014,1.0,0.0,32.0,6.0,3.0,3.0,24.0,01/18/2013,1.0,0.0,24.0,52.667,0,16,0,$0.00,0,0,"900 VAN BUREN STREET
ANNAPOLIS, MD 21403
(38.961619, -76.490424)",09/01/2016
6271,215017,"LONGVIEW HEALTHCARE CENTER, LLC",3332 MAIN STREET,MANCHESTER,MD,21102,4102397139,60,Carroll,For profit - Corporation,108,107,Medicare and Medicaid,False,LONG VIEW HEALTHCARE CENTER LLC,01/01/1967,False,False,False,True,Both,Yes,5.0,,5.0,,5.0,,4.0,,3.0,,,,3.25888,0.78364,0.56963,1.35327,4.61215,0.01729,2.70179,0.69582,1.03884,4.43645,2.95964,0.93476,0.40971,4.19054,2.0,2.0,0.0,8.0,08/31/2015,1.0,0.0,8.0,2.0,2.0,0.0,8.0,05/29/2014,1.0,0.0,8.0,7.0,5.0,2.0,16.0,04/24/2013,1.0,0.0,16.0,9.333,0,1,0,$0.00,0,0,"3332 MAIN STREET
MANCHESTER, MD 21102
(39.665192, -76.887169)",09/01/2016
6272,205180,WINDWARD GARDENS,105 MECHANIC ST,CAMDEN,ME,4843,2072364197,60,Knox,For profit - Corporation,58,49,Medicare and Medicaid,False,"CAMDEN OPERATIONS, LLC",04/23/1994,False,False,False,False,Resident,Yes,2.0,,1.0,,2.0,,4.0,,5.0,,,,2.37347,0.76735,1.19388,1.96122,4.3347,0.12551,2.64597,0.63824,1.09702,4.38123,2.201,0.99791,0.81317,3.98809,5.0,5.0,2.0,32.0,01/14/2016,2.0,16.0,48.0,4.0,2.0,2.0,32.0,03/26/2015,1.0,0.0,32.0,7.0,4.0,4.0,48.0,05/08/2014,1.0,0.0,48.0,42.667,4,3,0,$0.00,0,0,"105 MECHANIC ST
CAMDEN, ME 04843
(44.208622, -69.078357)",09/01/2016
6273,215024,MANOR CARE HEALTH SERVICES - HYATTSVILLE,6500 RIGGS ROAD,HYATTSVILLE,MD,20783,3015590300,160,Prince Georges,For profit - Corporation,160,134,Medicare and Medicaid,False,HEARTLAND OF HYATTSVILLE MD LLC,01/01/1967,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,3.0,,4.0,,,,1.88433,0.8944,1.01754,1.91194,3.79627,0.1056,2.53195,0.71472,1.19077,4.43744,1.82609,1.03866,0.6385,3.44847,10.0,5.0,5.0,56.0,04/25/2016,1.0,0.0,56.0,9.0,6.0,9.0,36.0,02/04/2015,1.0,0.0,36.0,6.0,5.0,4.0,28.0,12/17/2013,1.0,0.0,28.0,44.667,3,6,0,$0.00,0,0,"6500 RIGGS ROAD
HYATTSVILLE, MD 20783
(38.969586, -76.984293)",09/01/2016
6274,215013,ST. MARY'S NURSING CENTER INC,21585 PEABODY STREET,LEONARDTOWN,MD,20650,3014758000,180,St. Marys,Non profit - Corporation,160,151,Medicare and Medicaid,False,"ST. MARY'S NURSING CENTER, INC.",01/01/1967,False,False,False,False,Resident,Yes,4.0,,4.0,,3.0,,4.0,,4.0,,,,2.78742,0.70795,0.68013,1.38808,4.1755,0.05828,2.55934,0.58952,0.92887,4.07773,2.67237,0.99674,0.54711,4.12755,6.0,4.0,2.0,28.0,11/06/2015,1.0,0.0,28.0,6.0,5.0,5.0,40.0,07/31/2014,1.0,0.0,40.0,6.0,3.0,3.0,28.0,08/09/2013,1.0,0.0,28.0,32.0,7,3,0,$0.00,0,0,"21585 PEABODY STREET
LEONARDTOWN, MD 20650
(38.298811, -76.636596)",09/01/2016
6275,215026,POTOMAC VALLEY NSG & WELLNESS,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,3017620700,150,Montgomery,For profit - Corporation,175,145,Medicare and Medicaid,False,POTOMAC VALLEY NURSING FACILITIES INC.,01/01/1967,False,False,False,False,Both,Yes,4.0,,4.0,,4.0,,4.0,,5.0,,,,2.53034,0.48759,1.29379,1.78138,4.31172,0.09414,2.71212,0.66108,0.99937,4.37256,2.28924,0.61218,0.96733,3.97481,3.0,3.0,0.0,12.0,11/23/2015,1.0,0.0,12.0,6.0,4.0,2.0,20.0,11/17/2014,1.0,0.0,20.0,11.0,10.0,3.0,52.0,11/25/2013,1.0,0.0,52.0,21.333,6,10,0,$0.00,0,0,"1235 POTOMAC VALLEY ROAD
ROCKVILLE, MD 20850
(39.074164, -77.160152)",09/01/2016
6276,215020,FORESTVILLE HEALTH & REHABILITATION CENTER,7420 MARLBORO PIKE,FORESTVILLE,MD,20747,3017360240,160,Prince Georges,For profit - Corporation,160,158,Medicare and Medicaid,False,"MARLBORO LEASING CO., LLC",02/20/1971,False,False,False,False,Resident,Yes,3.0,,3.0,,5.0,,1.0,,2.0,,,,1.8807,0.91013,0.56994,1.48006,3.36077,0.09715,2.43021,0.68797,1.15465,4.27283,1.89888,1.09803,0.36882,3.17048,8.0,8.0,8.0,36.0,10/30/2015,1.0,0.0,36.0,8.0,5.0,3.0,36.0,10/28/2014,1.0,0.0,36.0,13.0,10.0,3.0,48.0,10/03/2013,1.0,0.0,48.0,38.0,3,10,0,$0.00,0,0,"7420 MARLBORO PIKE
FORESTVILLE, MD 20747
(38.847738, -76.87806)",09/01/2016
6277,205187,PIPER SHORES,15 PIPER ROAD,SCARBOROUGH,ME,4074,2078838700,20,Cumberland,Non profit - Corporation,40,37,Medicare and Medicaid,False,"MAINE LIFE CARE RETIREMENT COMMUNITY, INC.",10/20/2001,True,False,False,False,Both,Yes,4.0,,3.0,,4.0,,5.0,,5.0,,,,3.29189,0.76081,1.05541,1.81622,5.10811,0.11351,2.66609,0.5595,0.81842,4.04402,3.02964,1.12863,0.96357,5.09154,2.0,2.0,2.0,16.0,07/29/2015,1.0,0.0,16.0,4.0,4.0,0.0,20.0,06/19/2014,1.0,0.0,20.0,3.0,3.0,0.0,20.0,06/13/2013,2.0,10.0,30.0,19.667,0,0,0,$0.00,0,0,"15 PIPER ROAD
SCARBOROUGH, ME 04074
(43.562446, -70.289405)",09/01/2016
6278,215007,WICOMICO NURSING HOME,P.O. BOX 2378 900 BOOTH ST,SALISBURY,MD,21802,4107428896,220,Wicomico,Government - County,102,89,Medicare and Medicaid,False,WICOMICO NURSING HOME,09/24/1972,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,4.0,,4.0,,,,2.58652,0.56685,0.68764,1.25449,3.84101,0.06404,2.59037,0.64564,0.9609,4.19692,2.45005,0.72871,0.53471,3.68907,9.0,8.0,1.0,44.0,02/05/2016,1.0,0.0,44.0,5.0,4.0,1.0,32.0,11/07/2014,1.0,0.0,32.0,2.0,2.0,2.0,24.0,12/05/2013,1.0,0.0,24.0,36.667,0,1,0,$0.00,0,0,"900 BOOTH ST
SALISBURY, MD 21802
(38.377439, -75.614238)",09/01/2016
6279,215022,MILFORD MANOR NURSING HOME,4204 OLD MILFORD MILL ROAD,BALTIMORE,MD,21208,4104861500,20,Baltimore,For profit - Corporation,100,80,Medicare and Medicaid,False,MILFORD MANOR CORPORATION,01/01/1967,False,False,False,False,Both,Yes,1.0,,1.0,,1.0,,4.0,,4.0,,,,2.52313,1.10563,0.72,1.82563,4.34876,0.07125,2.48434,0.58075,0.93702,4.00211,2.49201,1.58014,0.57415,4.38005,15.0,9.0,7.0,72.0,02/24/2015,1.0,0.0,72.0,21.0,10.0,11.0,163.0,11/22/2013,1.0,0.0,163.0,16.0,8.0,8.0,80.0,11/19/2012,1.0,0.0,80.0,103.667,11,15,1,$81859.00,1,2,"4204 OLD MILFORD MILL ROAD
BALTIMORE, MD 21208
(39.36391, -76.716582)",09/01/2016
6280,215015,FAIRLAND CENTER,2101 FAIRLAND ROAD,SILVER SPRING,MD,20904,3013846161,150,Montgomery,For profit - Corporation,92,85,Medicare and Medicaid,False,2101 FAIRLAND ROAD OPERATIONS LLC,01/01/1967,False,False,False,False,Resident,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,,,2.09765,1.11706,0.79647,1.91353,4.01118,0.03353,2.56759,0.88391,1.32723,4.77873,2.00461,1.04893,0.4484,3.38347,14.0,12.0,2.0,72.0,08/07/2015,1.0,0.0,72.0,14.0,12.0,14.0,68.0,09/05/2014,1.0,0.0,68.0,14.0,12.0,2.0,76.0,09/09/2013,1.0,0.0,76.0,71.333,4,4,0,$0.00,0,0,"2101 FAIRLAND ROAD
SILVER SPRING, MD 20904
(39.076832, -76.968982)",09/01/2016
6281,205181,MOUNTAIN HEIGHTS HEALTH CARE,83 HOULTON ROAD,PATTEN,ME,4765,2075282200,90,Penobscot,For profit - Corporation,25,20,Medicare and Medicaid,False,"CHANDLER BAY GROUP, INC",06/01/1994,False,False,False,False,Resident,Yes,5.0,,5.0,,2.0,,5.0,,5.0,,,,4.0275,0.6875,0.915,1.6025,5.63,0.0425,2.73848,0.56331,0.87439,4.17618,3.60867,1.01299,0.7819,5.43415,0.0,0.0,0.0,0.0,05/28/2015,0.0,0.0,0.0,2.0,2.0,0.0,16.0,04/02/2014,1.0,0.0,16.0,2.0,2.0,0.0,4.0,02/13/2013,1.0,0.0,4.0,6.0,0,0,0,$0.00,0,0,"83 HOULTON ROAD
PATTEN, ME 04765
(45.995023, -68.442553)",09/01/2016
6282,215010,THE PINES GENESIS ELDERCARE,610 DUTCHMAN'S LANE,EASTON,MD,21601,4108224000,200,Talbot,For profit - Corporation,195,146,Medicare and Medicaid,False,610 DUTCHMAN'S LANE OPERATIONS LLC,01/01/1967,False,False,False,False,Resident,Yes,2.0,,1.0,,3.0,,4.0,,4.0,,,,2.77089,0.64041,0.70993,1.35034,4.12123,0.0887,2.4986,0.63196,1.02267,4.15323,2.7211,0.8411,0.5187,3.99984,17.0,16.0,17.0,147.0,05/26/2016,1.0,0.0,147.0,10.0,4.0,6.0,52.0,02/06/2015,1.0,0.0,52.0,6.0,4.0,6.0,28.0,01/10/2014,1.0,0.0,28.0,95.5,6,8,0,$0.00,0,0,"610 DUTCHMAN'S LANE
EASTON, MD 21601
(38.759778, -76.063807)",09/01/2016
6283,205078,"WINSHIP GREEN CENTER FOR HEALTH & REHAB, LLC",51 WINSHIP ST,BATH,ME,4530,2074439772,110,Sagadahoc,For profit - Corporation,72,62,Medicare and Medicaid,False,VK BATH LLC,01/01/1993,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,3.0,,5.0,,,,2.22016,0.63065,1.14597,1.77661,3.99678,0.12661,2.67893,0.66497,1.11294,4.45684,2.0335,0.78717,0.76937,3.61481,6.0,4.0,2.0,20.0,04/14/2016,1.0,0.0,20.0,4.0,4.0,0.0,12.0,05/29/2015,1.0,0.0,12.0,2.0,2.0,0.0,12.0,04/17/2014,1.0,0.0,12.0,16.0,0,2,0,$0.00,0,0,"51 WINSHIP ST
BATH, ME 04530
(43.930828, -69.817089)",09/01/2016
