index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
10,015151,AZALEA GARDENS OF MOBILE,1758 SPRINGHILL AVE,MOBILE,AL,36607,2514790551,480,Mobile,For profit - Partnership,170,113,Medicare and Medicaid,False,MOBILE NURSING OPERATIONS LLC,01/21/1977,False,False,False,False,Resident,Yes,3.0,,2.0,,2.0,,4.0,,4.0,,,,2.38628,0.96416,0.77212,1.73628,4.12256,0.05044,2.22957,0.63158,1.03578,3.89693,2.62616,1.26706,0.557,4.26429,10.0,10.0,0.0,48.0,05/19/2016,1.0,0.0,48.0,9.0,6.0,3.0,48.0,04/09/2015,1.0,0.0,48.0,7.0,6.0,7.0,28.0,07/31/2014,1.0,0.0,28.0,44.667,0,2,1,$6500.00,0,1,"1758 SPRINGHILL AVE
MOBILE, AL 36607
(30.691974, -88.082071)",09/01/2016
11,015162,"TALLADEGA HEALTHCARE CENTER, INC",616 CHAFFEE STREET,TALLADEGA,AL,35160,2563624197,600,Talladega,For profit - Corporation,234,218,Medicare and Medicaid,False,"TALLADEGA HEALTHCARE CENTER, INC.",03/01/1977,False,False,False,False,Both,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,,,2.90206,1.23807,3.31307,4.55115,7.4532,0.02592,2.3547,0.63946,0.94173,3.93589,3.02407,1.60698,2.62871,7.63312,3.0,3.0,1.0,24.0,06/25/2015,1.0,0.0,24.0,3.0,3.0,3.0,16.0,07/24/2014,1.0,0.0,16.0,15.0,15.0,0.0,76.0,07/03/2013,1.0,0.0,76.0,30.0,0,1,0,$0.00,0,0,"616 CHAFFEE STREET
TALLADEGA, AL 35160
(33.429158, -86.088035)",09/01/2016
12,015159,GOLDEN LIVING CENTER - ONEONTA,215 VALLEY ROAD,ONEONTA,AL,35121,2052742365,40,Blount,For profit - Corporation,120,112,Medicare and Medicaid,False,GGNSC ONEONTA LLC,06/01/1977,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,2.0,,3.0,,,,1.83348,0.46071,0.61339,1.07411,2.90758,0.01786,2.43428,0.61045,0.91512,3.95986,1.8481,0.6264,0.50083,2.95974,7.0,7.0,0.0,40.0,10/01/2015,1.0,0.0,40.0,3.0,3.0,0.0,24.0,10/30/2014,1.0,0.0,24.0,6.0,6.0,0.0,28.0,11/21/2013,1.0,0.0,28.0,32.667,0,0,0,$0.00,0,0,"215 VALLEY ROAD
ONEONTA, AL 35121
(33.951915, -86.466295)",09/01/2016
13,015164,WILLOW TRACE HEALTH AND REHABILITATION CENTER,1406 EAST PUSHMATAHA STREET,BUTLER,AL,36904,2054595506,110,Choctaw,For profit - Corporation,120,91,Medicare and Medicaid,False,AL WILLOW TREE LLC,03/01/1977,False,False,False,False,Both,Yes,4.0,,4.0,,3.0,,2.0,,3.0,,,,1.71209,0.70385,0.51813,1.22198,2.93407,0.01154,2.29452,0.62519,0.95136,3.87107,1.83086,0.93443,0.40694,3.05521,2.0,2.0,0.0,20.0,12/03/2015,1.0,0.0,20.0,5.0,5.0,0.0,20.0,10/30/2014,1.0,0.0,20.0,1.0,1.0,0.0,4.0,01/09/2014,1.0,0.0,4.0,17.333,0,0,0,$0.00,0,0,"1406 EAST PUSHMATAHA STREET
BUTLER, AL 36904
(32.095297, -88.185669)",09/01/2016
14,015163,ALBERTVILLE NURSING HOME,750 ALABAMA HIGHWAY 75 NORTH,ALBERTVILLE,AL,35950,2568781398,470,Marshall,For profit - Corporation,159,150,Medicare and Medicaid,False,"ALBERTVILLE HEALTHCARE CENTER, INC.",01/04/1977,False,False,False,False,Both,Yes,3.0,,2.0,,3.0,,5.0,,5.0,,,,3.764,0.967,1.273,2.24,6.004,0.05133,2.6217,0.66489,1.03264,4.31923,3.5228,1.20714,0.92112,5.60321,7.0,5.0,2.0,48.0,09/03/2015,2.0,24.0,72.0,2.0,2.0,1.0,8.0,09/25/2014,1.0,0.0,8.0,3.0,3.0,0.0,12.0,09/26/2013,1.0,0.0,12.0,40.667,0,2,1,$4100.00,0,1,"750 ALABAMA HIGHWAY
ALBERTVILLE, AL 35950
(34.259949, -86.214567)",09/01/2016
15,015167,MARION REGIONAL NURSING HOME,184 SASSER DRIVE,HAMILTON,AL,35570,2059216340,460,Marion,Non profit - Corporation,79,69,Medicare and Medicaid,True,"MARION REGIONAL MEDICAL CENTER, INC.",06/01/1977,False,False,False,False,Both,Yes,4.0,,4.0,,4.0,,3.0,,2.0,,,,2.10725,1.25,0.41377,1.66377,3.77102,0.05362,2.12993,0.61989,0.92395,3.67377,2.42757,1.67369,0.33462,4.13761,3.0,3.0,0.0,12.0,07/15/2015,1.0,0.0,12.0,4.0,4.0,0.0,28.0,09/05/2014,1.0,0.0,28.0,4.0,4.0,0.0,24.0,08/29/2013,1.0,0.0,24.0,19.333,0,0,0,$0.00,0,0,"184 SASSER DRIVE
HAMILTON, AL 35570
(34.125111, -87.991194)",09/01/2016
16,015166,DADEVILLE HEALTHCARE CENTER,351 NORTH EAST STREET,DADEVILLE,AL,36853,2568259244,610,Tallapoosa,For profit - Corporation,144,95,Medicare and Medicaid,False,DADEVILLE HEALTHCARE CENTER LLC,08/01/1978,False,False,False,False,Both,Yes,1.0,,1.0,,3.0,,3.0,,2.0,,,,2.96368,0.81474,0.40632,1.22105,4.18474,0.01526,2.40442,0.60041,0.83441,3.83924,3.02443,1.12628,0.36385,4.39365,11.0,11.0,0.0,332.0,10/14/2015,2.0,166.0,498.0,4.0,4.0,0.0,28.0,11/06/2014,1.0,0.0,28.0,5.0,5.0,0.0,28.0,11/21/2013,1.0,0.0,28.0,263.0,0,0,1,$183105.00,1,2,"351 NORTH EAST STREET
DADEVILLE, AL 36853
(32.833963, -85.759194)",09/01/2016
17,015168,LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE,1655 MCGILL AVENUE,MOBILE,AL,36604,2514766335,480,Mobile,Non profit - Corporation,75,74,Medicare and Medicaid,False,LITTLE SISTERS OF THE POOR HOME FOR THE AGED INC,07/01/1977,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,4.0,,3.0,,,,3.39662,0.78716,0.60541,1.39257,4.78919,0.03649,2.12685,0.5808,0.99624,3.7039,3.9186,1.1249,0.45407,5.21201,1.0,1.0,0.0,8.0,12/03/2015,1.0,0.0,8.0,0.0,0.0,0.0,0.0,10/09/2014,0.0,0.0,0.0,7.0,7.0,0.0,40.0,10/31/2013,1.0,0.0,40.0,10.667,0,0,0,$0.00,0,0,"1655 MCGILL AVENUE
MOBILE, AL 36604
(30.684156, -88.078467)",09/01/2016
18,015187,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",THIRD AVENUE    P O BOX 607,MOUNDVILLE,AL,35474,2053712252,320,Hale,For profit - Corporation,68,62,Medicare and Medicaid,False,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",10/01/1977,False,False,False,False,Resident,Yes,5.0,,5.0,,4.0,,4.0,,3.0,,,,2.78387,0.99032,0.50242,1.49274,4.27661,0.01613,2.39033,0.5982,0.96953,3.95806,2.85767,1.37406,0.38721,4.35531,1.0,1.0,0.0,4.0,03/10/2016,1.0,0.0,4.0,2.0,2.0,0.0,24.0,02/05/2015,1.0,0.0,24.0,2.0,1.0,1.0,8.0,05/02/2014,1.0,0.0,8.0,11.333,0,1,0,$0.00,0,0,"607 MOUNDVILLE
AL 35474
",09/01/2016
19,015188,JACKSON HEALTH CARE FACILITY,2616 NORTH COLLEGE AVENUE,JACKSON,AL,36545,2512462476,120,Clarke,For profit - Corporation,91,79,Medicare and Medicaid,False,"JACKSON HEALTH CARE FACILITY, LLC",09/01/1977,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,4.0,,3.0,,,,2.65823,1.06899,0.63987,1.70886,4.36709,0.01266,2.33568,0.67492,0.93443,3.94504,2.79255,1.31461,0.51166,4.46214,1.0,1.0,0.0,4.0,02/04/2016,1.0,0.0,4.0,2.0,2.0,0.0,8.0,02/26/2015,1.0,0.0,8.0,3.0,3.0,0.0,24.0,06/26/2014,1.0,0.0,24.0,8.667,0,0,0,$0.00,0,0,"2616 NORTH COLLEGE AVENUE
JACKSON, AL 36545
",09/01/2016
20,015183,NORTH MOBILE NURSING AND REHABILITATION CTR,4525 ST STEPHENS ROAD,EIGHT MILE,AL,36613,2514520996,480,Mobile,For profit - Corporation,172,155,Medicare and Medicaid,False,Legal Business Name Not Available,05/01/1978,False,False,False,False,Resident,Yes,1.0,,2.0,,2.0,,1.0,,2.0,,,,2.11387,0.94935,0.52258,1.47194,3.5858,0.06452,2.63268,0.7085,1.14174,4.48292,1.97016,1.11215,0.342,3.22424,6.0,6.0,0.0,44.0,03/17/2016,1.0,0.0,44.0,5.0,5.0,0.0,16.0,02/12/2015,1.0,0.0,16.0,7.0,7.0,2.0,44.0,07/24/2014,1.0,0.0,44.0,34.667,0,1,0,$0.00,0,0,"4525 ST STEPHENS ROAD
EIGHT MILE, AL 36613
(30.764771, -88.128473)",09/01/2016
21,015182,"GEORGIANA HEALTH AND REHABILITATION, LLC",206 PALMER AVENUE,GEORGIANA,AL,36033,3343762267,60,Butler,For profit - Individual,91,81,Medicare and Medicaid,False,"GEORGIANA HEALTH AND REHABILITATION, LLC",08/01/1977,False,False,False,False,Both,Yes,5.0,,4.0,,5.0,,5.0,,5.0,,,,2.82037,0.90185,0.90988,1.81173,4.6321,0.00864,2.54644,0.64006,0.91464,4.10114,2.71765,1.16949,0.74331,4.55277,2.0,2.0,0.0,20.0,12/31/2015,1.0,0.0,20.0,3.0,3.0,0.0,12.0,11/06/2014,1.0,0.0,12.0,1.0,1.0,0.0,8.0,11/15/2013,1.0,0.0,8.0,15.333,0,0,1,$3640.00,0,1,"206 PALMER AVENUE
GEORGIANA, AL 36033
(31.640387, -86.735971)",09/01/2016
22,015180,GADSDEN HEALTH AND REHAB CENTER,1945 DAVIS DRIVE,GADSDEN,AL,35904,2565474938,270,Etowah,For profit - Partnership,168,164,Medicare and Medicaid,False,"U S HEALTH CARE, LLC",02/01/1977,False,False,False,False,Both,Yes,5.0,,3.0,,5.0,,4.0,,4.0,,,,2.33506,1.06189,0.70732,1.76921,4.10427,0.05579,2.44983,0.63161,1.01583,4.09728,2.33875,1.39542,0.52027,4.03778,6.0,4.0,2.0,32.0,10/22/2015,1.0,0.0,32.0,5.0,5.0,5.0,20.0,10/30/2014,1.0,0.0,20.0,1.0,1.0,0.0,4.0,10/24/2013,1.0,0.0,4.0,23.333,0,5,0,$0.00,0,0,"1945 DAVIS DRIVE
GADSDEN, AL 35904
(33.98949, -86.028647)",09/01/2016
23,015189,GOLDEN LIVING CENTER - PELL CITY,"510 WOLF CREEK ROAD, NORTH",PELL CITY,AL,35125,2053383329,570,St. Clair,For profit - Corporation,94,78,Medicare and Medicaid,False,BEVERLY ENTERPRISES - ALABAMA INC,11/01/1977,False,False,False,False,Resident,Yes,1.0,,1.0,,1.0,,3.0,,4.0,,,,1.83333,0.85385,0.78526,1.6391,3.47244,0.0391,2.34668,0.67639,1.01849,4.04155,1.91694,1.04776,0.57609,3.46329,7.0,4.0,3.0,64.0,04/21/2016,1.0,0.0,64.0,15.0,5.0,10.0,72.0,03/12/2015,2.0,36.0,108.0,3.0,2.0,3.0,28.0,07/03/2014,1.0,0.0,28.0,72.667,0,4,1,$44400.00,0,1,"510 WOLF CREEK ROAD
PELL CITY, AL 35125
(33.505224, -86.436679)",09/01/2016
24,015194,PIEDMONT HEALTH CARE CENTER,30 ROUNDTREE DRIVE,PIEDMONT,AL,36272,2564478258,70,Calhoun,For profit - Corporation,91,81,Medicare and Medicaid,False,PIEDMONT HEALTH CARE CENTER,08/01/1977,False,False,False,False,Both,Yes,5.0,,5.0,,5.0,,3.0,,2.0,,,,2.99383,1.17901,0.38827,1.56728,4.56111,0.03889,2.49597,0.62174,0.83349,3.9512,2.94313,1.57394,0.34807,4.65311,2.0,2.0,0.0,8.0,12/03/2015,1.0,0.0,8.0,1.0,1.0,0.0,16.0,01/29/2015,1.0,0.0,16.0,2.0,2.0,0.0,8.0,04/03/2014,1.0,0.0,8.0,10.667,0,0,0,$0.00,0,0,"30 ROUNDTREE DRIVE
PIEDMONT, AL 36272
(33.90859, -85.606975)",09/01/2016
25,015192,"ARBOR SPRINGS HEALTH AND REHAB CENTER, LTD",1910 PEPPERELL PKWY,OPELIKA,AL,36801,3347491471,400,Lee,For profit - Corporation,225,161,Medicare and Medicaid,False,"ARBOR SPRINGS HEALTH AND REHAB CENTER, LTD",07/01/1979,False,False,False,False,Resident,Yes,3.0,,2.0,,4.0,,4.0,,4.0,,,,3.37547,1.08106,0.78323,1.86429,5.23976,0.01118,2.3201,0.58566,0.82952,3.73528,3.56984,1.53208,0.7055,5.65444,2.0,2.0,2.0,8.0,04/14/2016,1.0,0.0,8.0,12.0,12.0,0.0,76.0,03/05/2015,1.0,0.0,76.0,8.0,8.0,0.0,44.0,06/12/2014,1.0,0.0,44.0,36.667,0,0,0,$0.00,0,0,"1910 PEPPERELL PKWY
OPELIKA, AL 36801
(32.638357, -85.401017)",09/01/2016
26,015193,CROWNE HEALTH CARE OF GREENVILLE,408 COUNTRY CLUB DRIVE,GREENVILLE,AL,36037,3343822693,60,Butler,For profit - Corporation,118,104,Medicare and Medicaid,False,"CROWNE HEALTH CARE OF GREENVILLE, LLC",09/01/1977,False,False,False,False,Resident,Yes,4.0,,4.0,,4.0,,3.0,,2.0,,,,2.7125,1.17692,0.50673,1.68365,4.39615,0.00192,2.51872,0.6543,1.02545,4.19847,2.64247,1.49297,0.36923,4.22069,2.0,2.0,0.0,12.0,02/25/2016,1.0,0.0,12.0,3.0,3.0,0.0,12.0,01/23/2015,1.0,0.0,12.0,8.0,8.0,0.0,48.0,04/18/2014,1.0,0.0,48.0,18.0,0,0,0,$0.00,0,0,"408 COUNTRY CLUB DRIVE
GREENVILLE, AL 36037
(31.842372, -86.636727)",09/01/2016
27,015191,BROWN NURSING HOME,2334 WASHINGTON STREET,ALEXANDER CITY,AL,35010,2563299061,610,Tallapoosa,For profit - Corporation,68,67,Medicare and Medicaid,False,"BROWN NURSING HOME, LLC",11/01/1977,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,3.0,,2.0,,,,2.35821,0.94776,0.45896,1.40672,3.76493,0.0,2.52278,0.64529,0.91035,4.07842,2.29363,1.21905,0.37671,3.72106,4.0,4.0,0.0,28.0,11/19/2015,1.0,0.0,28.0,14.0,4.0,10.0,68.0,10/09/2014,1.0,0.0,68.0,9.0,9.0,0.0,48.0,10/23/2013,1.0,0.0,48.0,44.667,0,4,0,$0.00,0,0,"2334 WASHINGTON STREET
ALEXANDER CITY, AL 35010
(32.952339, -85.97908)",09/01/2016
